Genome_id	Genbank_id	Status	Population_number
ON526977	ON526977	MEM	2448
ON637767	ON637767	MEM	2448
PP978795	PP978795	MEM	2448
OQ938591	OQ938591	MEM	2448
MW291025	MW291025	MEM	2448
PQ114744	PQ114744	MEM	2448
PQ437329	PQ437329	REP	2449
KF669650	KF669650	REP	2450
OR668231	OR668231	REP	2451
MK433259	MK433259	MEM	2451
MK433260	MK433260	MEM	2451
KX670790	KX670790	MEM	2451
ON108646	ON108646	MEM	2451
KX670789	KX670789	MEM	2451
MW712736	MW712736	MEM	2451
MT684600	MT684600	MEM	2451
MN204495	MN204495	MEM	2451
MF467949	MF467949	MEM	2451
MT684589	MT684589	MEM	2451
MN204494	MN204494	MEM	2451
MN204500	MN204500	MEM	2451
MW055905	MW055905	MEM	2451
MK967386	MK967386	MEM	2451
MN703412	MN703412	REP	2452
MN310548	MN310548	REP	2453
JF704117	JF704117	REP	2454
OP626800	OP626800	REP	2455
MK977709	MK977709	REP	2456
ON970595	ON970595	REP	2457
DQ398050	DQ398050	MEM	2457
KY965064	KY965064	REP	2458
MT553345	MT553345	MEM	2458
KU865302	KU865302	MEM	2458
PP944851	PP944851	REP	2459
OL870612	OL870612	MEM	2459
KM378617	KM378617	REP	2460
HQ728264	HQ728264	REP	2461
PQ114741	PQ114741	REP	2462
PQ114754	PQ114754	MEM	2462
OR434018	OR434018	MEM	2462
PQ114751	PQ114751	MEM	2462
MT684592	MT684592	MEM	2462
OR475287	OR475287	MEM	2462
MT684591	MT684591	MEM	2462
MN497954	MN497954	MEM	2462
MT639643	MT639643	MEM	2462
PP405126	PP405126	MEM	2462
KX905163	KX905163	REP	2463
LC547238	LC547238	REP	2464
OR797045	OR797045	REP	2465
OR159666	OR159666	REP	2466
DQ466086	DQ466086	REP	2467
KP876465	KP876465	REP	2468
OP172799	OP172799	REP	2469
OP172800	OP172800	MEM	2469
MH051257	MH051257	REP	2470
HQ268735	HQ268735	REP	2471
GU229986	GU229986	REP	2472
MN369739	MN369739	REP	2473
OR096218	OR096218	REP	2474
KT070868	KT070868	MEM	2474
MH910041	MH910041	REP	2475
OQ995438	OQ995438	REP	2476
MK814756	MK814756	MEM	2476
MN586054	MN586054	REP	2477
MK433268	MK433268	MEM	2477
MF467948	MF467948	MEM	2477
MN204504	MN204504	MEM	2477
MH454076	MH454076	REP	2478
MH454080	MH454080	MEM	2478
MH431938	MH431938	MEM	2478
OK095358	OK095358	REP	2479
KT989433	KT989433	REP	2480
MT522003	MT522003	REP	2481
OP580517	OP580517	MEM	2481
MT522001	MT522001	REP	2482
PP944329	PP944329	REP	2483
AF165214	AF165214	MEM	2483
MF668270	MF668270	REP	2484
PQ394074	PQ394074	REP	2485
OR521074	OR521074	REP	2486
ON932079	ON932079	REP	2487
MN908688	MN908688	REP	2488
MH707434	MH707434	REP	2489
MW354677	MW354677	MEM	2489
MW354676	MW354676	MEM	2489
MW354669	MW354669	MEM	2489
MW354678	MW354678	MEM	2489
MH707430	MH707430	MEM	2489
OQ417975	OQ417975	REP	2490
MH155870	MH155870	REP	2491
MG757154	MG757154	REP	2492
KY385384	KY385384	REP	2493
OR548257	OR548257	REP	2494
OR756649	OR756649	REP	2495
KC661278	KC661278	REP	2496
AY129336	AY129336	REP	2497
KT895280	KT895280	REP	2498
MN369751	MN369751	MEM	2498
OR113390	OR113390	REP	2499
OR113389	OR113389	MEM	2499
MZ681519	MZ681519	REP	2500
MW924649	MW924649	MEM	2500
MH779504	MH779504	REP	2501
KR053196	KR053196	REP	2502
MT310852	MT310852	REP	2503
MT345684	MT345684	REP	2504
MW514246	MW514246	REP	2505
KF626665	KF626665	REP	2506
MN176223	MN176223	REP	2507
MN176224	MN176224	MEM	2507
MN176222	MN176222	MEM	2507
MN176225	MN176225	MEM	2507
MN176229	MN176229	MEM	2507
MF919526	MF919526	REP	2508
MN586056	MN586056	REP	2509
MN204497	MN204497	MEM	2509
MW055903	MW055903	REP	2510
MW584168	MW584168	REP	2511
MW353181	MW353181	MEM	2511
MW584178	MW584178	MEM	2511
OQ417976	OQ417976	MEM	2511
MW584172	MW584172	MEM	2511
MW451249	MW451249	REP	2512
OP331229	OP331229	MEM	2512
OM105885	OM105885	REP	2513
KY002061	KY002061	REP	2514
MH586730	MH586730	MEM	2514
KX987158	KX987158	MEM	2514
MH238467	MH238467	REP	2515
MZ326855	MZ326855	REP	2516
MK937606	MK937606	REP	2517
KF977490	KF977490	REP	2518
PP767789	PP767789	REP	2519
MH460825	MH460825	REP	2520
MH460827	MH460827	MEM	2520
MH460826	MH460826	MEM	2520
MH460824	MH460824	MEM	2520
MZ343158	MZ343158	REP	2521
MN204496	MN204496	REP	2522
MK937608	MK937608	REP	2523
MK967397	MK967397	REP	2524
MN103542	MN103542	REP	2525
PP750961	PP750961	REP	2526
PQ433352	PQ433352	REP	2527
PQ213798	PQ213798	REP	2528
KP027201	KP027201	REP	2529
OR668230	OR668230	REP	2530
OR668229	OR668229	MEM	2530
OR253904	OR253904	REP	2531
MZ747510	MZ747510	REP	2532
AY986977	AY986977	REP	2533
KR011061	KR011061	REP	2534
ON970585	ON970585	REP	2535
MZ171378	MZ171378	REP	2536
MH371115	MH371115	REP	2537
KJ127303	KJ127303	REP	2538
KJ094032	KJ094032	MEM	2538
MN988554	MN988554	REP	2539
MN988541	MN988541	MEM	2539
PP179333	PP179333	REP	2540
MN813684	MN813684	REP	2541
MW960031	MW960031	REP	2542
MN813682	MN813682	REP	2543
MK937591	MK937591	MEM	2543
MH651176	MH651176	REP	2544
ON456334	ON456334	REP	2545
OM049504	OM049504	REP	2546
FN436268	FN436268	REP	2547
OP820472	OP820472	REP	2548
MN840487	MN840487	REP	2549
OR810919	OR810919	REP	2550
MZ127825	MZ127825	MEM	2550
MK673511	MK673511	MEM	2550
MT663719	MT663719	MEM	2550
PQ351918	PQ351918	MEM	2550
PQ189384	PQ189384	REP	2551
KT281795	KT281795	REP	2552
KF626668	KF626668	REP	2553
OR820514	OR820514	MEM	2553
JF937098	JF937098	REP	2554
EU081845	EU081845	REP	2555
MN552143	MN552143	MEM	2555
MK779875	MK779875	MEM	2555
MW960033	MW960033	REP	2556
KJ489013	KJ489013	REP	2557
KJ489010	KJ489010	MEM	2557
KJ489011	KJ489011	MEM	2557
KJ489012	KJ489012	MEM	2557
MH271303	MH271303	REP	2558
OR791690	OR791690	REP	2559
OL960574	OL960574	MEM	2559
OP595144	OP595144	MEM	2559
MN117721	MN117721	MEM	2559
MN122072	MN122072	MEM	2559
ON189048	ON189048	REP	2560
KU998233	KU998233	REP	2561
MN204492	MN204492	REP	2562
CP063417	CP063417	REP	2563
MW584185	MW584185	REP	2564
MT684601	MT684601	REP	2565
MN586004	MN586004	MEM	2565
MT684597	MT684597	MEM	2565
OP434458	OP434458	REP	2566
OR159674	OR159674	REP	2567
MK494118	MK494118	REP	2568
OR159669	OR159669	REP	2569
ON970564	ON970564	REP	2570
OR613480	OR613480	MEM	2570
ON970608	ON970608	MEM	2570
JN859129	JN859129	REP	2571
MK433269	MK433269	REP	2572
KT716399	KT716399	REP	2573
MN176226	MN176226	REP	2574
KJ567041	KJ567041	REP	2575
KF017003	KF017003	MEM	2575
PP750868	PP750868	REP	2576
GU557055	GU557055	REP	2577
OR670592	OR670592	REP	2578
OR670591	OR670591	MEM	2578
PP197246	PP197246	REP	2579
MN586020	MN586020	REP	2580
MN585995	MN585995	REP	2581
MH001449	MH001449	REP	2582
MK310226	MK310226	REP	2583
MH229862	MH229862	REP	2584
MN224564	MN224564	MEM	2584
MH229863	MH229863	MEM	2584
MK376961	MK376961	REP	2585
OP490271	OP490271	REP	2586
MZ969012	MZ969012	MEM	2586
PP711298	PP711298	REP	2587
KF534715	KF534715	REP	2588
MN812688	MN812688	MEM	2588
KY087898	KY087898	MEM	2588
KT281792	KT281792	REP	2589
KY471267	KY471267	MEM	2589
ON526981	ON526981	REP	2590
MH884512	MH884512	REP	2591
OR553902	OR553902	REP	2592
OR253908	OR253908	REP	2593
KU708004	KU708004	REP	2594
CP038007	CP038007	REP	2595
CP072507	CP072507	MEM	2595
KY271402	KY271402	MEM	2595
OQ830459	OQ830459	MEM	2595
OQ790078	OQ790078	MEM	2595
MW514247	MW514247	REP	2596
OM913586	OM913586	REP	2597
OQ417965	OQ417965	REP	2598
MW314849	MW314849	REP	2599
KU998236	KU998236	REP	2600
MN586031	MN586031	MEM	2600
MT723935	MT723935	MEM	2600
MZ622164	MZ622164	MEM	2600
KM101122	KM101122	REP	2601
MT230534	MT230534	REP	2602
MT684586	MT684586	REP	2603
ON970610	ON970610	REP	2604
OM892879	OM892879	REP	2605
AY453853	AY453853	MEM	2605
MT684587	MT684587	REP	2606
MZ892987	MZ892987	REP	2607
MW584159	MW584159	REP	2608
MW314854	MW314854	MEM	2608
MW584197	MW584197	MEM	2608
OR613473	OR613473	REP	2609
MW147598	MW147598	REP	2610
MW147601	MW147601	MEM	2610
MG099939	MG099939	REP	2611
MK494095	MK494095	REP	2612
MH697577	MH697577	MEM	2612
PP208933	PP208933	MEM	2612
EU203571	EU203571	MEM	2612
OP867018	OP867018	MEM	2612
MT684594	MT684594	MEM	2612
KT246485	KT246485	MEM	2612
KT454972	KT454972	MEM	2612
MW924639	MW924639	MEM	2612
MK919482	MK919482	MEM	2612
MZ005672	MZ005672	MEM	2612
PP750956	PP750956	MEM	2612
MT657330	MT657330	MEM	2612
MT114159	MT114159	MEM	2612
KT222940	KT222940	MEM	2612
MF919517	MF919517	MEM	2612
OP297533	OP297533	MEM	2612
KJ538722	KJ538722	MEM	2612
MZ622181	MZ622181	MEM	2612
OP820466	OP820466	MEM	2612
MH727549	MH727549	MEM	2612
MT818421	MT818421	MEM	2612
MN310545	MN310545	REP	2613
MN062720	MN062720	REP	2614
KR093652	KR093652	REP	2615
KR093649	KR093649	MEM	2615
KR093650	KR093650	MEM	2615
KR093656	KR093656	MEM	2615
KR093653	KR093653	MEM	2615
KR093651	KR093651	MEM	2615
KR093654	KR093654	MEM	2615
KR093655	KR093655	MEM	2615
MT657337	MT657337	REP	2616
KY742649	KY742649	REP	2617
PP978892	PP978892	REP	2618
MW584190	MW584190	REP	2619
MN698247	MN698247	REP	2620
MT522000	MT522000	REP	2621
MT771344	MT771344	REP	2622
MZ388554	MZ388554	MEM	2622
OP867027	OP867027	REP	2623
MH229865	MH229865	REP	2624
KJ002054	KJ002054	REP	2625
MN234173	MN234173	REP	2626
PP971649	PP971649	REP	2627
OQ818704	OQ818704	REP	2628
OQ818700	OQ818700	MEM	2628
OQ818701	OQ818701	MEM	2628
OQ818698	OQ818698	MEM	2628
OQ818695	OQ818695	MEM	2628
OQ818697	OQ818697	MEM	2628
OQ818702	OQ818702	MEM	2628
OQ818699	OQ818699	MEM	2628
OQ818696	OQ818696	MEM	2628
MZ892988	MZ892988	REP	2629
MW584155	MW584155	REP	2630
MW584201	MW584201	MEM	2630
MW584175	MW584175	MEM	2630
MT303952	MT303952	REP	2631
AY657002	AY657002	MEM	2631
MK448713	MK448713	MEM	2631
MK448780	MK448780	MEM	2631
MK448687	MK448687	MEM	2631
MW478291	MW478291	REP	2632
ON456348	ON456348	REP	2633
MG711466	MG711466	REP	2634
PP479942	PP479942	MEM	2634
PP978791	PP978791	REP	2635
MZ892990	MZ892990	REP	2636
MK448667	MK448667	REP	2637
MK448841	MK448841	MEM	2637
MK448839	MK448839	MEM	2637
MK448843	MK448843	MEM	2637
MN585987	MN585987	REP	2638
MN586005	MN586005	MEM	2638
MH155866	MH155866	REP	2639
MH706966	MH706966	REP	2640
MF668283	MF668283	REP	2641
KP027196	KP027196	MEM	2641
KF279415	KF279415	MEM	2641
MT657342	MT657342	MEM	2641
MZ355726	MZ355726	MEM	2641
OR464712	OR464712	MEM	2641
KF279416	KF279416	MEM	2641
JQ698665	JQ698665	MEM	2641
PP062882	PP062882	MEM	2641
JN572689	JN572689	MEM	2641
JQ809703	JQ809703	MEM	2641
KR093630	KR093630	REP	2642
MK524488	MK524488	REP	2643
MH926058	MH926058	MEM	2643
MK524485	MK524485	MEM	2643
MK524510	MK524510	REP	2644
KC821616	KC821616	REP	2645
KC821634	KC821634	MEM	2645
KC821610	KC821610	MEM	2645
KC821629	KC821629	MEM	2645
KC821630	KC821630	MEM	2645
PP180004	PP180004	REP	2646
MZ892991	MZ892991	REP	2647
MN310546	MN310546	REP	2648
OR253909	OR253909	MEM	2648
OP297538	OP297538	MEM	2648
MT310890	MT310890	MEM	2648
MT310891	MT310891	MEM	2648
MW862991	MW862991	MEM	2648
MT310889	MT310889	MEM	2648
PP946910	PP946910	MEM	2648
PP978838	PP978838	MEM	2648
MT952844	MT952844	REP	2649
ON014755	ON014755	REP	2650
MK814752	MK814752	REP	2651
MK279906	MK279906	MEM	2651
OP172869	OP172869	REP	2652
MN234202	MN234202	MEM	2652
MN234175	MN234175	MEM	2652
OR159662	OR159662	MEM	2652
OR521078	OR521078	MEM	2652
PP208937	PP208937	MEM	2652
MN234210	MN234210	MEM	2652
OP910131	OP910131	MEM	2652
MN234229	MN234229	MEM	2652
MN234186	MN234186	MEM	2652
PQ244014	PQ244014	MEM	2652
PQ184801	PQ184801	MEM	2652
MN234180	MN234180	MEM	2652
PP405138	PP405138	REP	2653
PP405136	PP405136	MEM	2653
MT310869	MT310869	MEM	2653
MK757449	MK757449	MEM	2653
PP978890	PP978890	MEM	2653
MT310875	MT310875	MEM	2653
OM913587	OM913587	REP	2654
MW507124	MW507124	MEM	2654
ON970584	ON970584	MEM	2654
MW055914	MW055914	MEM	2654
MT310887	MT310887	MEM	2654
MN988465	MN988465	REP	2655
MF668287	MF668287	REP	2656
OQ417973	OQ417973	REP	2657
KJ746502	KJ746502	REP	2658
MN988500	MN988500	REP	2659
MH229864	MH229864	REP	2660
OQ938579	OQ938579	MEM	2660
MH825698	MH825698	REP	2661
JQ809702	JQ809702	REP	2662
MW055915	MW055915	REP	2663
MW584207	MW584207	REP	2664
MW862983	MW862983	REP	2665
KY224001	KY224001	MEM	2665
OR253905	OR253905	MEM	2665
KT755656	KT755656	REP	2666
MN988549	MN988549	REP	2667
MN988545	MN988545	MEM	2667
MN988508	MN988508	MEM	2667
MW980073	MW980073	MEM	2667
JX483878	JX483878	MEM	2667
JX483876	JX483876	MEM	2667
JX483877	JX483877	MEM	2667
MN988482	MN988482	MEM	2667
MN988501	MN988501	MEM	2667
MN013075	MN013075	REP	2668
PP889486	PP889486	MEM	2668
MZ634351	MZ634351	MEM	2668
OR532799	OR532799	MEM	2668
OR532805	OR532805	MEM	2668
OR532801	OR532801	MEM	2668
OR532804	OR532804	MEM	2668
MN013078	MN013078	MEM	2668
OP611406	OP611406	MEM	2668
MZ634348	MZ634348	MEM	2668
OM065841	OM065841	MEM	2668
MN013076	MN013076	MEM	2668
MW021765	MW021765	MEM	2668
MN013087	MN013087	MEM	2668
MN013079	MN013079	MEM	2668
MZ634350	MZ634350	MEM	2668
MN013083	MN013083	MEM	2668
OL539472	OL539472	MEM	2668
OR356114	OR356114	MEM	2668
MW722081	MW722081	MEM	2668
MW042802	MW042802	MEM	2668
OM065837	OM065837	MEM	2668
PP889495	PP889495	MEM	2668
PP889459	PP889459	MEM	2668
KY780482	KY780482	MEM	2668
OR532834	OR532834	MEM	2668
OR532901	OR532901	MEM	2668
MW417503	MW417503	MEM	2668
PP706156	PP706156	MEM	2668
OR004835	OR004835	MEM	2668
PP889505	PP889505	MEM	2668
OL539450	OL539450	MEM	2668
OR256020	OR256020	MEM	2668
OM328157	OM328157	MEM	2668
MZ428224	MZ428224	MEM	2668
PQ133618	PQ133618	MEM	2668
MW021764	MW021764	MEM	2668
OM065838	OM065838	MEM	2668
PQ641082	PQ641082	MEM	2668
OR532871	OR532871	MEM	2668
OP785155	OP785155	MEM	2668
MK672799	MK672799	REP	2669
MK672800	MK672800	MEM	2669
MK672801	MK672801	MEM	2669
KY658677	KY658677	MEM	2669
KX581094	KX581094	MEM	2669
KX581097	KX581097	MEM	2669
KX581095	KX581095	MEM	2669
KX581093	KX581093	MEM	2669
KX581090	KX581090	MEM	2669
KY658680	KY658680	MEM	2669
KX581092	KX581092	MEM	2669
KX581091	KX581091	MEM	2669
KX581096	KX581096	MEM	2669
KX581099	KX581099	MEM	2669
KY658675	KY658675	MEM	2669
KX581100	KX581100	MEM	2669
KY658679	KY658679	MEM	2669
MK672803	MK672803	MEM	2669
KX581098	KX581098	MEM	2669
MK672804	MK672804	MEM	2669
KY658678	KY658678	MEM	2669
KY658674	KY658674	MEM	2669
KY658673	KY658673	MEM	2669
KY658676	KY658676	MEM	2669
MK894435	MK894435	REP	2670
MK894438	MK894438	MEM	2670
MT657334	MT657334	MEM	2670
MT310888	MT310888	MEM	2670
PP978790	PP978790	MEM	2670
OR253898	OR253898	MEM	2670
MK308638	MK308638	MEM	2670
ON456346	ON456346	MEM	2670
OR475252	OR475252	REP	2671
ON489264	ON489264	REP	2672
MK170446	MK170446	MEM	2672
MN698243	MN698243	REP	2673
MN585986	MN585986	REP	2674
MN586007	MN586007	MEM	2674
OR521065	OR521065	REP	2675
AP018478	AP018478	MEM	2675
AP018477	AP018477	MEM	2675
EU826470	EU826470	MEM	2675
MK112530	MK112530	MEM	2675
MH399782	MH399782	MEM	2675
KJ690250	KJ690250	MEM	2675
MW507123	MW507123	MEM	2675
MT732444	MT732444	REP	2676
MT732443	MT732443	MEM	2676
KY709296	KY709296	REP	2677
MN988530	MN988530	REP	2678
PP083692	PP083692	REP	2679
PP479939	PP479939	REP	2680
KF017004	KF017004	REP	2681
MZ622174	MZ622174	MEM	2681
MH051248	MH051248	MEM	2681
KM215148	KM215148	MEM	2681
KC595514	KC595514	REP	2682
KC595515	KC595515	MEM	2682
KT151958	KT151958	MEM	2682
KT151956	KT151956	MEM	2682
MN234170	MN234170	REP	2683
LK985322	LK985322	REP	2684
MG711467	MG711467	REP	2685
PP479940	PP479940	MEM	2685
ON970566	ON970566	REP	2686
HG531805	HG531805	REP	2687
OM141125	OM141125	REP	2688
MK878902	MK878902	REP	2689
KU252585	KU252585	MEM	2689
MZ456038	MZ456038	MEM	2689
MZ681515	MZ681515	MEM	2689
MK061406	MK061406	MEM	2689
PP091924	PP091924	REP	2690
MK448906	MK448906	MEM	2690
MK448827	MK448827	MEM	2690
MK448922	MK448922	MEM	2690
MK448717	MK448717	MEM	2690
MH271312	MH271312	REP	2691
MZ643249	MZ643249	REP	2692
MW291016	MW291016	REP	2693
KX557275	KX557275	MEM	2693
MH271304	MH271304	REP	2694
MK613344	MK613344	REP	2695
MH316564	MH316564	REP	2696
PP978871	PP978871	MEM	2696
PQ431420	PQ431420	REP	2697
PQ431419	PQ431419	MEM	2697
OQ603358	OQ603358	MEM	2697
OQ818694	OQ818694	MEM	2697
MW349138	MW349138	MEM	2697
MN698242	MN698242	REP	2698
MN892485	MN892485	REP	2699
ON526980	ON526980	REP	2700
MN062711	MN062711	MEM	2700
ON456338	ON456338	REP	2701
MN224565	MN224565	MEM	2701
MH191398	MH191398	REP	2702
MK613343	MK613343	REP	2703
PP978800	PP978800	REP	2704
MW291018	MW291018	MEM	2704
ON081328	ON081328	MEM	2704
MH536815	MH536815	REP	2705
PQ231202	PQ231202	REP	2706
ON778463	ON778463	MEM	2706
HQ711985	HQ711985	REP	2707
MN062704	MN062704	REP	2708
AB712291	AB712291	REP	2709
OM868079	OM868079	REP	2710
PP438432	PP438432	MEM	2710
MN175603	MN175603	REP	2711
MK494116	MK494116	REP	2712
KJ409696	KJ409696	MEM	2712
KT326768	KT326768	MEM	2712
MG812489	MG812489	MEM	2712
MG872836	MG872836	MEM	2712
KJ194585	KJ194585	MEM	2712
MG812486	MG812486	MEM	2712
MG812495	MG812495	MEM	2712
OK040791	OK040791	MEM	2712
OR195043	OR195043	MEM	2712
MK061415	MK061415	MEM	2712
PP750959	PP750959	MEM	2712
MT498041	MT498041	REP	2713
KU985093	KU985093	MEM	2713
KU985095	KU985095	MEM	2713
PP208939	PP208939	REP	2714
MW365948	MW365948	MEM	2714
MW365947	MW365947	MEM	2714
MK524497	MK524497	REP	2715
KX574454	KX574454	MEM	2715
JX307705	JX307705	MEM	2715
KX522943	KX522943	MEM	2715
KX522649	KX522649	MEM	2715
MH697575	MH697575	MEM	2715
MK878904	MK878904	REP	2716
MN369747	MN369747	MEM	2716
PP405125	PP405125	MEM	2716
MH153804	MH153804	REP	2717
MH834625	MH834625	REP	2718
MZ388553	MZ388553	REP	2719
ON970624	ON970624	REP	2720
PP180005	PP180005	REP	2721
MH632118	MH632118	REP	2722
MH536816	MH536816	MEM	2722
MT889398	MT889398	REP	2723
KX557273	KX557273	MEM	2723
KU963255	KU963255	MEM	2723
MH479927	MH479927	MEM	2723
MH479912	MH479912	MEM	2723
MZ892992	MZ892992	REP	2724
MF580956	MF580956	REP	2725
PQ184795	PQ184795	REP	2726
LC644976	LC644976	REP	2727
LC644975	LC644975	MEM	2727
MN617845	MN617845	REP	2728
OP751150	OP751150	MEM	2728
MH338239	MH338239	MEM	2728
JN687951	JN687951	MEM	2728
PP978873	PP978873	MEM	2728
OP056089	OP056089	REP	2729
PP180001	PP180001	REP	2730
MT771340	MT771340	REP	2731
MW435858	MW435858	MEM	2731
KJ858521	KJ858521	REP	2732
KU963263	KU963263	REP	2733
MT522004	MT522004	REP	2734
KF024726	KF024726	REP	2735
KP027204	KP027204	MEM	2735
MK359304	MK359304	MEM	2735
KX550443	KX550443	MEM	2735
MG925340	MG925340	MEM	2735
MT024863	MT024863	REP	2736
ON260817	ON260817	MEM	2736
OP068335	OP068335	MEM	2736
PP978794	PP978794	MEM	2736
OP172672	OP172672	REP	2737
OP172671	OP172671	MEM	2737
OP172669	OP172669	MEM	2737
OP172667	OP172667	MEM	2737
OP172668	OP172668	MEM	2737
PQ559667	PQ559667	REP	2738
KU568494	KU568494	MEM	2738
MN703408	MN703408	MEM	2738
KX758539	KX758539	MEM	2738
OR475247	OR475247	REP	2739
PP180003	PP180003	REP	2740
KC821618	KC821618	REP	2741
PP952070	PP952070	REP	2742
PP758916	PP758916	REP	2743
PP763432	PP763432	REP	2744
PP763431	PP763431	MEM	2744
MT498064	MT498064	REP	2745
MW578837	MW578837	REP	2746
MT657336	MT657336	MEM	2746
MN988468	MN988468	REP	2747
MZ622165	MZ622165	REP	2748
MK875793	MK875793	REP	2749
MK801727	MK801727	MEM	2749
ON526976	ON526976	REP	2750
MK524506	MK524506	REP	2751
MH230878	MH230878	MEM	2751
MK814754	MK814754	MEM	2751
KM597531	KM597531	MEM	2751
MN428054	MN428054	MEM	2751
MZ322004	MZ322004	MEM	2751
MG920060	MG920060	MEM	2751
MK524531	MK524531	MEM	2751
PP758914	PP758914	MEM	2751
MN585997	MN585997	MEM	2751
JN398369	JN398369	MEM	2751
MW176033	MW176033	REP	2752
JN153086	JN153086	REP	2753
MK310142	MK310142	MEM	2753
MT639644	MT639644	MEM	2753
JN698998	JN698998	MEM	2753
AY500153	AY500153	MEM	2753
MW712732	MW712732	MEM	2753
MK494113	MK494113	REP	2754
KF416340	KF416340	REP	2755
MN585976	MN585976	MEM	2755
EU744249	EU744249	MEM	2755
EU744252	EU744252	MEM	2755
JF937100	JF937100	MEM	2755
MH697581	MH697581	MEM	2755
MK524523	MK524523	REP	2756
MK310141	MK310141	MEM	2756
PP405135	PP405135	MEM	2756
EU744248	EU744248	REP	2757
PP978897	PP978897	MEM	2757
MK524499	MK524499	REP	2758
ON724017	ON724017	REP	2759
ON970598	ON970598	MEM	2759
OK073976	OK073976	REP	2760
OK129343	OK129343	MEM	2760
PQ051110	PQ051110	MEM	2760
OR896859	OR896859	REP	2761
PP889496	PP889496	MEM	2761
OR896853	OR896853	MEM	2761
OR896849	OR896849	MEM	2761
OR532844	OR532844	MEM	2761
MZ634345	MZ634345	MEM	2761
OL539448	OL539448	MEM	2761
OQ404738	OQ404738	MEM	2761
MW672037	MW672037	MEM	2761
OR896857	OR896857	MEM	2761
PQ133624	PQ133624	MEM	2761
KT001920	KT001920	MEM	2761
MK618657	MK618657	MEM	2761
OM065842	OM065842	MEM	2761
OL702938	OL702938	MEM	2761
OR148035	OR148035	MEM	2761
PP627509	PP627509	MEM	2761
MF415412	MF415412	MEM	2761
MK278861	MK278861	MEM	2761
MN689779	MN689779	MEM	2761
MF612072	MF612072	MEM	2761
OM938991	OM938991	MEM	2761
MZ428222	MZ428222	MEM	2761
OM938992	OM938992	MEM	2761
OR820950	OR820950	MEM	2761
OR532820	OR532820	MEM	2761
OR532816	OR532816	MEM	2761
MZ571834	MZ571834	MEM	2761
PQ589210	PQ589210	MEM	2761
OR532870	OR532870	MEM	2761
MK521904	MK521904	MEM	2761
MH633484	MH633484	MEM	2761
MH633485	MH633485	MEM	2761
PQ358943	PQ358943	MEM	2761
MG552615	MG552615	MEM	2761
PQ133595	PQ133595	MEM	2761
MZ428227	MZ428227	MEM	2761
OM964875	OM964875	MEM	2761
OR532813	OR532813	MEM	2761
MG894052	MG894052	MEM	2761
OP267563	OP267563	MEM	2761
PQ505477	PQ505477	MEM	2761
OR532861	OR532861	MEM	2761
PQ337355	PQ337355	MEM	2761
MH271321	MH271321	REP	2762
MN444877	MN444877	MEM	2762
MN062719	MN062719	MEM	2762
PP978806	PP978806	MEM	2762
OP985602	OP985602	MEM	2762
MT818415	MT818415	MEM	2762
OP297543	OP297543	MEM	2762
OR159673	OR159673	MEM	2762
ON081330	ON081330	MEM	2762
OR475280	OR475280	MEM	2762
ON970563	ON970563	MEM	2762
PP750965	PP750965	MEM	2762
MH155873	MH155873	MEM	2762
ON260820	ON260820	MEM	2762
ON260815	ON260815	MEM	2762
OQ709205	OQ709205	MEM	2762
MZ648035	MZ648035	MEM	2762
PP978772	PP978772	MEM	2762
PP725415	PP725415	MEM	2762
MK977698	MK977698	MEM	2762
MZ322026	MZ322026	MEM	2762
ON970612	ON970612	MEM	2762
MZ150792	MZ150792	MEM	2762
MZ622179	MZ622179	MEM	2762
PQ184827	PQ184827	MEM	2762
MK875798	MK875798	MEM	2762
MW601217	MW601217	MEM	2762
OP068338	OP068338	MEM	2762
MH590600	MH590600	MEM	2762
MN310542	MN310542	REP	2763
MF919490	MF919490	REP	2764
MN585983	MN585983	MEM	2764
MF919500	MF919500	MEM	2764
KX576639	KX576639	MEM	2764
PQ184835	PQ184835	REP	2765
JN408461	JN408461	REP	2766
MT521999	MT521999	REP	2767
OP434460	OP434460	MEM	2767
OM203161	OM203161	REP	2768
MN586059	MN586059	REP	2769
MN585980	MN585980	MEM	2769
OQ709411	OQ709411	REP	2770
MK770413	MK770413	REP	2771
ON645346	ON645346	REP	2772
KU761558	KU761558	REP	2773
MH450130	MH450130	REP	2774
MT639654	MT639654	MEM	2774
MK820638	MK820638	MEM	2774
MH450113	MH450113	MEM	2774
MG925351	MG925351	MEM	2774
MH020244	MH020244	MEM	2774
OR420712	OR420712	REP	2775
MT639650	MT639650	REP	2776
MK279857	MK279857	REP	2777
KR080201	KR080201	REP	2778
JF937099	JF937099	MEM	2778
MH513971	MH513971	MEM	2778
MK967387	MK967387	REP	2779
JN020140	JN020140	MEM	2779
KX657793	KX657793	REP	2780
KX585252	KX585252	REP	2781
KU716095	KU716095	MEM	2781
KU613353	KU613353	MEM	2781
MN369763	MN369763	MEM	2781
MK977713	MK977713	MEM	2781
JF704110	JF704110	MEM	2781
KX664447	KX664447	MEM	2781
PQ130134	PQ130134	MEM	2781
ON724016	ON724016	MEM	2781
KX685355	KX685355	MEM	2781
MG872835	MG872835	MEM	2781
MG872842	MG872842	MEM	2781
MK524489	MK524489	MEM	2781
MG872840	MG872840	MEM	2781
KT285706	KT285706	MEM	2781
MN585978	MN585978	MEM	2781
MK061409	MK061409	MEM	2781
