Contig_id	Status	Population_number
Ga0531465_000278	REP	2976
Ga0531464_000644	REP	2977
Ga0531462_000722	MEM	2977
Ga0531457_000367	REP	2978
Ga0531459_000872	REP	2979
Ga0531456_000349	REP	2980
Ga0531459_000873	REP	2981
Ga0531454_000139	REP	2982
Ga0531458_00031	REP	2983
Ga0531454_000262	MEM	2983
Ga0531460_000627	MEM	2983
Ga0531456_000350	REP	2984
Ga0531460_000393	MEM	2984
Ga0531459_000874	REP	2985
Ga0531464_000645	REP	2986
Ga0531457_000368	REP	2987
Ga0531461_000116	REP	2988
Ga0531457_000737	MEM	2988
Ga0531462_000374	REP	2989
Ga0531464_001169	MEM	2989
Ga0531456_000352	REP	2990
Ga0531464_000646	REP	2991
Ga0531456_000353	REP	2992
Ga0531460_000300	REP	2993
Ga0531464_000647	REP	2994
Ga0531462_000375	REP	2995
Ga0531459_000875	REP	2996
Ga0531457_000369	REP	2997
Ga0531459_000876	REP	2998
Ga0531464_000649	REP	2999
Ga0531464_000650	REP	3000
Ga0531465_000281	REP	3001
Ga0531457_000370	REP	3002
Ga0531459_000877	REP	3003
Ga0531455_000180	REP	3004
Ga0531459_001555	MEM	3004
Ga0531457_000371	REP	3005
Ga0531459_000878	REP	3006
Ga0531459_000879	REP	3007
Ga0531461_000117	REP	3008
Ga0531456_000355	REP	3009
Ga0531459_000880	REP	3010
Ga0531460_000301	REP	3011
Ga0531459_000881	REP	3012
Ga0531464_000653	REP	3013
Ga0531464_000654	REP	3014
Ga0531462_000376	REP	3015
Ga0531457_000372	REP	3016
Ga0531457_000373	REP	3017
Ga0531455_000181	REP	3018
Ga0531465_000283	REP	3019
Ga0531455_000182	REP	3020
Ga0531465_000284	REP	3021
Ga0531464_000655	REP	3022
Ga0531462_000571	MEM	3022
Ga0531462_000377	REP	3023
Ga0531459_000882	REP	3024
Ga0531454_000141	REP	3025
Ga0531459_000883	REP	3026
Ga0531457_000374	REP	3027
Ga0531455_000183	REP	3028
Ga0531460_000303	REP	3029
Ga0531460_000304	REP	3030
Ga0531456_000867	MEM	3030
Ga0531464_000657	REP	3031
Ga0531454_000142	REP	3032
Ga0531460_000305	REP	3033
Ga0531459_000884	REP	3034
Ga0531459_000885	REP	3035
Ga0531456_000357	REP	3036
Ga0531459_000886	REP	3037
Ga0531462_000378	REP	3038
Ga0531463_000091	REP	3039
Ga0531459_000887	REP	3040
Ga0531460_000306	REP	3041
Ga0531456_000453	MEM	3041
Ga0531464_000659	REP	3042
Ga0531459_000888	REP	3043
Ga0531462_000379	REP	3044
Ga0531459_000889	REP	3045
Ga0531464_000660	REP	3046
Ga0531464_000661	REP	3047
Ga0531459_000890	REP	3048
Ga0531454_000143	REP	3049
Ga0531459_000891	REP	3050
Ga0531461_000118	REP	3051
Ga0531464_000662	REP	3052
Ga0531464_000663	REP	3053
Ga0531463_000092	REP	3054
Ga0531459_000892	REP	3055
Ga0531464_000664	REP	3056
Ga0531464_000665	REP	3057
Ga0531462_000380	REP	3058
Ga0531465_000285	REP	3059
Ga0531454_000144	REP	3060
Ga0531460_000307	REP	3061
Ga0531456_000384	MEM	3061
Ga0531463_000093	REP	3062
Ga0531456_000358	REP	3063
Ga0531460_000444	MEM	3063
Ga0531459_000893	REP	3064
Ga0531459_000894	REP	3065
Ga0531464_000666	REP	3066
Ga0531462_000481	MEM	3066
Ga0531465_000290	REP	3067
Ga0531456_000361	REP	3068
Ga0531459_000896	REP	3069
Ga0531457_000375	REP	3070
Ga0531459_000897	REP	3071
Ga0531455_000205	MEM	3071
Ga0531464_000667	REP	3072
Ga0531464_000668	REP	3073
Ga0531459_000898	REP	3074
Ga0531459_000899	REP	3075
Ga0531456_000362	REP	3076
Ga0531460_000462	MEM	3076
Ga0531455_000185	REP	3077
Ga0531457_000376	REP	3078
Ga0531459_000901	REP	3079
Ga0531459_000902	REP	3080
Ga0531455_000186	REP	3081
Ga0531459_000903	REP	3082
Ga0531457_000377	REP	3083
Ga0531462_000383	REP	3084
Ga0531456_000363	REP	3085
Ga0531460_000564	MEM	3085
Ga0531464_000670	REP	3086
Ga0531457_000379	REP	3087
Ga0531464_000671	REP	3088
Ga0531464_000672	REP	3089
Ga0531459_000904	REP	3090
Ga0531459_000905	REP	3091
Ga0531464_000673	REP	3092
Ga0531464_000674	REP	3093
Ga0531465_000292	MEM	3093
Ga0531459_000906	REP	3094
Ga0531456_000364	REP	3095
Ga0531459_000907	REP	3096
Ga0531462_000385	REP	3097
Ga0531464_001561	MEM	3097
Ga0531465_000291	REP	3098
Ga0531459_000909	REP	3099
Ga0531459_000910	REP	3100
Ga0531464_000675	REP	3101
Ga0531454_000146	REP	3102
Ga0531459_000911	REP	3103
Ga0531461_000119	REP	3104
Ga0531457_000380	REP	3105
Ga0531459_000912	REP	3106
Ga0531457_000381	REP	3107
Ga0531456_000365	REP	3108
Ga0531459_000913	REP	3109
Ga0531462_000387	REP	3110
Ga0531456_000367	REP	3111
Ga0531459_000914	REP	3112
Ga0531464_000677	REP	3113
Ga0531459_000916	REP	3114
Ga0531455_000327	MEM	3114
Ga0531454_000147	REP	3115
Ga0531459_000917	REP	3116
Ga0531457_000382	REP	3117
Ga0531460_000309	REP	3118
Ga0531456_000791	MEM	3118
Ga0531462_000388	REP	3119
Ga0531464_000809	MEM	3119
Ga0531459_000918	REP	3120
Ga0531460_000310	REP	3121
Ga0531459_000919	REP	3122
Ga0531457_000383	REP	3123
Ga0531462_000389	REP	3124
Ga0531456_000368	REP	3125
Ga0531465_000293	REP	3126
Ga0531459_000920	REP	3127
Ga0531459_000921	REP	3128
Ga0531464_000678	REP	3129
Ga0531462_000451	MEM	3129
Ga0531465_000546	MEM	3129
Ga0531464_000679	REP	3130
Ga0531464_000680	REP	3131
Ga0531465_000294	REP	3132
Ga0531456_000369	REP	3133
Ga0531464_000682	REP	3134
Ga0531462_000406	MEM	3134
Ga0531465_000606	MEM	3134
Ga0531456_000370	REP	3135
Ga0531460_000311	REP	3136
Ga0531459_000923	REP	3137
Ga0531465_000295	REP	3138
Ga0531464_000748	MEM	3138
Ga0531464_000683	REP	3139
Ga0531462_000568	MEM	3139
Ga0531465_000297	REP	3140
Ga0531454_000148	REP	3141
Ga0531459_000924	REP	3142
Ga0531465_000298	REP	3143
Ga0531462_000583	MEM	3143
Ga0531459_000925	REP	3144
Ga0531457_000385	REP	3145
Ga0531459_000926	REP	3146
Ga0531465_000300	REP	3147
Ga0531456_000371	REP	3148
Ga0531464_000684	REP	3149
Ga0531463_000094	REP	3150
Ga0531465_000495	MEM	3150
Ga0531464_001551	MEM	3150
Ga0531462_000392	REP	3151
Ga0531465_000302	REP	3152
Ga0531462_000569	MEM	3152
Ga0531459_000927	REP	3153
Ga0531464_000685	REP	3154
Ga0531457_000388	REP	3155
Ga0531461_000146	MEM	3155
Ga0531455_000189	REP	3156
Ga0531459_000928	REP	3157
Ga0531464_000688	REP	3158
Ga0531459_000929	REP	3159
Ga0531459_000930	REP	3160
Ga0531459_000931	REP	3161
Ga0531464_000689	REP	3162
Ga0531456_000372	REP	3163
Ga0531456_000373	REP	3164
Ga0531456_000374	REP	3165
Ga0531457_000389	REP	3166
Ga0531456_000375	REP	3167
Ga0531459_000932	REP	3168
Ga0531464_000690	REP	3169
Ga0531465_000303	REP	3170
Ga0531464_000692	REP	3171
Ga0531464_000693	REP	3172
Ga0531459_000933	REP	3173
Ga0531465_000304	REP	3174
Ga0531464_000694	REP	3175
Ga0531455_000191	REP	3176
Ga0531464_000695	REP	3177
Ga0531455_000192	REP	3178
Ga0531462_000394	REP	3179
Ga0531456_000376	REP	3180
Ga0531459_000934	REP	3181
Ga0531459_000935	REP	3182
Ga0531457_000390	REP	3183
Ga0531456_000377	REP	3184
Ga0531454_000149	REP	3185
Ga0531456_000378	REP	3186
Ga0531459_000936	REP	3187
Ga0531462_000395	REP	3188
Ga0531464_001390	MEM	3188
Ga0531464_000698	REP	3189
Ga0531461_000121	REP	3190
Ga0531456_000379	REP	3191
Ga0531459_000937	REP	3192
Ga0531457_000391	REP	3193
Ga0531460_000313	REP	3194
Ga0531465_000307	REP	3195
Ga0531456_000381	REP	3196
Ga0531459_000938	REP	3197
Ga0531464_000699	REP	3198
Ga0531462_000793	MEM	3198
Ga0531465_000308	REP	3199
Ga0531465_000309	REP	3200
Ga0531464_000712	MEM	3200
Ga0531460_000314	REP	3201
Ga0531456_000770	MEM	3201
Ga0531462_000398	REP	3202
Ga0531464_000700	REP	3203
Ga0531454_000150	REP	3204
Ga0531458_00032	REP	3205
Ga0531454_000198	MEM	3205
Ga0531455_000193	REP	3206
Ga0531459_000939	REP	3207
Ga0531460_000315	REP	3208
Ga0531456_000416	MEM	3208
Ga0531459_000940	REP	3209
Ga0531464_000701	REP	3210
Ga0531456_000382	REP	3211
Ga0531456_000383	REP	3212
Ga0531465_000310	REP	3213
Ga0531464_000702	REP	3214
Ga0531459_000941	REP	3215
Ga0531460_000316	REP	3216
Ga0531460_000317	REP	3217
Ga0531455_000194	REP	3218
Ga0531455_000195	REP	3219
Ga0531459_001633	MEM	3219
Ga0531456_000385	REP	3220
Ga0531464_000703	REP	3221
Ga0531464_000704	REP	3222
Ga0531465_000602	MEM	3222
Ga0531455_000196	REP	3223
Ga0531460_000318	REP	3224
Ga0531455_000197	REP	3225
Ga0531464_000705	REP	3226
Ga0531465_000311	REP	3227
Ga0531464_000997	MEM	3227
Ga0531464_000706	REP	3228
Ga0531465_000312	REP	3229
Ga0531462_000400	REP	3230
Ga0531459_000942	REP	3231
Ga0531460_000320	REP	3232
Ga0531455_000198	REP	3233
Ga0531455_000199	REP	3234
Ga0531464_000707	REP	3235
Ga0531464_000708	REP	3236
Ga0531456_000386	REP	3237
Ga0531460_000321	REP	3238
Ga0531456_000403	MEM	3238
Ga0531464_000709	REP	3239
Ga0531460_000322	REP	3240
Ga0531460_000323	REP	3241
Ga0531455_000201	REP	3242
Ga0531457_000392	REP	3243
Ga0531462_000401	REP	3244
Ga0531463_000098	REP	3245
Ga0531459_000943	REP	3246
Ga0531454_000151	REP	3247
Ga0531459_000944	REP	3248
Ga0531459_000945	REP	3249
Ga0531460_000324	REP	3250
Ga0531456_000389	REP	3251
Ga0531462_000402	REP	3252
Ga0531457_000393	REP	3253
Ga0531460_000326	REP	3254
Ga0531462_000403	REP	3255
Ga0531456_000390	REP	3256
Ga0531457_000394	REP	3257
Ga0531458_00034	REP	3258
Ga0531465_000313	REP	3259
Ga0531456_000391	REP	3260
Ga0531464_000714	REP	3261
Ga0531462_000581	MEM	3261
Ga0531456_000392	REP	3262
Ga0531461_000123	REP	3263
Ga0531457_000395	REP	3264
Ga0531459_000946	REP	3265
Ga0531464_000715	REP	3266
Ga0531465_000315	REP	3267
Ga0531464_000726	MEM	3267
Ga0531464_000716	REP	3268
Ga0531465_000316	REP	3269
Ga0531461_000170	MEM	3269
Ga0531457_000703	MEM	3269
Ga0531459_000947	REP	3270
Ga0531456_000393	REP	3271
Ga0531461_000124	REP	3272
Ga0531464_000717	REP	3273
Ga0531456_000394	REP	3274
Ga0531459_000948	REP	3275
Ga0531454_000152	REP	3276
Ga0531462_000405	REP	3277
Ga0531465_000317	REP	3278
Ga0531457_000396	REP	3279
Ga0531456_000395	REP	3280
Ga0531459_000949	REP	3281
Ga0531459_000950	REP	3282
Ga0531459_000951	REP	3283
Ga0531464_000718	REP	3284
Ga0531464_000719	REP	3285
Ga0531459_000952	REP	3286
Ga0531455_000203	REP	3287
Ga0531460_000327	REP	3288
Ga0531464_000720	REP	3289
Ga0531461_000125	REP	3290
Ga0531457_000491	MEM	3290
Ga0531464_000721	REP	3291
Ga0531461_000126	REP	3292
Ga0531462_000407	REP	3293
Ga0531464_001421	MEM	3293
Ga0531459_000953	REP	3294
Ga0531464_000722	REP	3295
Ga0531460_000329	REP	3296
Ga0531459_000954	REP	3297
Ga0531465_000318	REP	3298
Ga0531455_000204	REP	3299
Ga0531464_000723	REP	3300
Ga0531454_000153	REP	3301
Ga0531456_000399	REP	3302
Ga0531465_000319	REP	3303
Ga0531462_000510	MEM	3303
Ga0531464_000773	MEM	3303
Ga0531456_000400	REP	3304
Ga0531454_000154	REP	3305
Ga0531459_000955	REP	3306
Ga0531459_000956	REP	3307
Ga0531455_000206	REP	3308
Ga0531454_000258	MEM	3308
Ga0531456_000401	REP	3309
Ga0531464_000725	REP	3310
Ga0531456_000402	REP	3311
Ga0531457_000397	REP	3312
Ga0531461_000128	MEM	3312
Ga0531459_000958	REP	3313
Ga0531462_000408	REP	3314
Ga0531464_000826	MEM	3314
Ga0531462_000409	REP	3315
Ga0531465_000503	MEM	3315
Ga0531462_000410	REP	3316
Ga0531455_000207	REP	3317
Ga0531459_000959	REP	3318
Ga0531454_000155	REP	3319
Ga0531462_000411	REP	3320
Ga0531459_000960	REP	3321
Ga0531457_000399	REP	3322
Ga0531459_000961	REP	3323
Ga0531459_000962	REP	3324
Ga0531457_000400	REP	3325
Ga0531456_000404	REP	3326
Ga0531460_000330	REP	3327
Ga0531459_000963	REP	3328
Ga0531454_000156	REP	3329
Ga0531457_000401	REP	3330
Ga0531462_000413	REP	3331
Ga0531456_000405	REP	3332
Ga0531465_000320	REP	3333
Ga0531464_001060	MEM	3333
Ga0531457_000402	REP	3334
Ga0531455_000209	REP	3335
Ga0531462_000414	REP	3336
Ga0531459_000964	REP	3337
Ga0531463_000100	REP	3338
Ga0531458_00036	REP	3339
Ga0531459_000965	REP	3340
Ga0531459_000966	REP	3341
Ga0531459_000967	REP	3342
Ga0531459_000968	REP	3343
Ga0531457_000403	REP	3344
Ga0531464_000729	REP	3345
Ga0531465_000360	MEM	3345
Ga0531457_000404	REP	3346
Ga0531457_000405	REP	3347
Ga0531457_000406	REP	3348
Ga0531459_000969	REP	3349
Ga0531465_000323	REP	3350
Ga0531457_000407	REP	3351
Ga0531459_000970	REP	3352
Ga0531459_000971	REP	3353
Ga0531454_000157	REP	3354
Ga0531459_000972	REP	3355
Ga0531463_000101	REP	3356
Ga0531464_000730	REP	3357
Ga0531457_000408	REP	3358
Ga0531459_000973	REP	3359
Ga0531464_000731	REP	3360
Ga0531463_000121	MEM	3360
Ga0531459_000974	REP	3361
Ga0531459_000975	REP	3362
Ga0531459_000976	REP	3363
Ga0531459_000977	REP	3364
Ga0531464_000732	REP	3365
Ga0531462_000774	MEM	3365
Ga0531460_000331	REP	3366
Ga0531464_000733	REP	3367
Ga0531464_000734	REP	3368
Ga0531454_000158	REP	3369
Ga0531459_000978	REP	3370
Ga0531460_000332	REP	3371
Ga0531460_000334	REP	3372
Ga0531464_000736	REP	3373
Ga0531456_000407	REP	3374
Ga0531460_000419	MEM	3374
Ga0531457_000410	REP	3375
Ga0531464_000982	MEM	3375
Ga0531462_000779	MEM	3375
Ga0531464_000737	REP	3376
Ga0531462_000431	MEM	3376
Ga0531455_000211	REP	3377
Ga0531464_000738	REP	3378
Ga0531463_000157	MEM	3378
Ga0531460_000335	REP	3379
Ga0531459_000979	REP	3380
Ga0531459_000980	REP	3381
Ga0531456_000408	REP	3382
Ga0531461_000127	REP	3383
Ga0531464_000739	REP	3384
Ga0531459_000981	REP	3385
Ga0531459_000982	REP	3386
Ga0531460_000336	REP	3387
Ga0531457_000411	REP	3388
Ga0531456_000409	REP	3389
Ga0531457_000412	REP	3390
Ga0531462_000426	MEM	3390
Ga0531463_000106	MEM	3390
Ga0531464_001281	MEM	3390
Ga0531459_000983	REP	3391
Ga0531460_000337	REP	3392
Ga0531464_000740	REP	3393
Ga0531457_000413	REP	3394
Ga0531459_000984	REP	3395
Ga0531464_000741	REP	3396
Ga0531456_000410	REP	3397
Ga0531459_000985	REP	3398
Ga0531464_000742	REP	3399
Ga0531461_000129	REP	3400
Ga0531459_000986	REP	3401
Ga0531457_000414	REP	3402
Ga0531456_000412	REP	3403
Ga0531462_000415	REP	3404
Ga0531464_001156	MEM	3404
Ga0531464_000744	REP	3405
Ga0531455_000212	REP	3406
Ga0531457_000416	REP	3407
Ga0531459_000988	REP	3408
Ga0531460_000338	REP	3409
Ga0531457_000417	REP	3410
Ga0531462_000416	REP	3411
Ga0531463_000138	MEM	3411
Ga0531464_001457	MEM	3411
Ga0531458_00037	REP	3412
Ga0531464_000745	REP	3413
Ga0531459_000989	REP	3414
Ga0531459_000990	REP	3415
Ga0531459_000991	REP	3416
Ga0531456_000414	REP	3417
Ga0531454_000159	REP	3418
Ga0531464_000746	REP	3419
Ga0531457_000418	REP	3420
Ga0531462_000486	MEM	3420
Ga0531459_000992	REP	3421
Ga0531465_000326	REP	3422
Ga0531456_000415	REP	3423
Ga0531464_000749	REP	3424
Ga0531464_000750	REP	3425
Ga0531459_000993	REP	3426
Ga0531464_000751	REP	3427
Ga0531464_000752	REP	3428
Ga0531459_000994	REP	3429
Ga0531464_000753	REP	3430
Ga0531459_000995	REP	3431
Ga0531454_000160	REP	3432
Ga0531460_000341	REP	3433
Ga0531460_000342	REP	3434
Ga0531455_000213	REP	3435
Ga0531464_000754	REP	3436
Ga0531464_000755	REP	3437
Ga0531459_000996	REP	3438
Ga0531455_000214	REP	3439
Ga0531456_000418	REP	3440
Ga0531457_000419	REP	3441
Ga0531464_000756	REP	3442
Ga0531456_000419	REP	3443
Ga0531459_000997	REP	3444
Ga0531464_000757	REP	3445
Ga0531456_000420	REP	3446
Ga0531460_000344	REP	3447
Ga0531456_000421	REP	3448
Ga0531456_000422	REP	3449
Ga0531461_000130	REP	3450
Ga0531464_000758	REP	3451
Ga0531459_000998	REP	3452
Ga0531456_000423	REP	3453
Ga0531459_000999	REP	3454
Ga0531455_000215	REP	3455
Ga0531456_000424	REP	3456
Ga0531462_000418	REP	3457
Ga0531457_000420	REP	3458
Ga0531460_000345	REP	3459
Ga0531456_000761	MEM	3459
Ga0531464_000759	REP	3460
Ga0531459_001000	REP	3461
Ga0531462_000419	REP	3462
Ga0531456_000425	REP	3463
Ga0531459_001001	REP	3464
Ga0531459_001002	REP	3465
Ga0531464_000760	REP	3466
Ga0531459_001003	REP	3467
Ga0531459_001004	REP	3468
Ga0531459_001005	REP	3469
Ga0531457_000421	REP	3470
Ga0531464_000761	REP	3471
Ga0531462_000768	MEM	3471
Ga0531464_000762	REP	3472
Ga0531459_001006	REP	3473
Ga0531464_000763	REP	3474
Ga0531456_000426	REP	3475
Ga0531460_000633	MEM	3475
Ga0531460_000346	REP	3476
Ga0531464_000764	REP	3477
Ga0531464_000765	REP	3478
Ga0531462_000614	MEM	3478
Ga0531459_001008	REP	3479
Ga0531459_001009	REP	3480
Ga0531461_000132	REP	3481
Ga0531457_000797	MEM	3481
Ga0531454_000161	REP	3482
Ga0531464_000767	REP	3483
Ga0531462_000457	MEM	3483
Ga0531464_000768	REP	3484
Ga0531460_000348	REP	3485
Ga0531456_000447	MEM	3485
Ga0531464_000769	REP	3486
Ga0531464_000770	REP	3487
Ga0531459_001010	REP	3488
Ga0531455_000268	MEM	3488
Ga0531460_000349	REP	3489
Ga0531462_000421	REP	3490
Ga0531464_001384	MEM	3490
Ga0531456_000427	REP	3491
Ga0531465_000334	REP	3492
Ga0531464_000771	REP	3493
Ga0531462_000550	MEM	3493
Ga0531459_001011	REP	3494
Ga0531459_001012	REP	3495
Ga0531465_000335	REP	3496
Ga0531465_000336	REP	3497
Ga0531462_000437	MEM	3497
Ga0531464_000908	MEM	3497
Ga0531456_000429	REP	3498
Ga0531464_000772	REP	3499
Ga0531457_000422	REP	3500
Ga0531456_000430	REP	3501
Ga0531462_000423	REP	3502
Ga0531455_000219	REP	3503
Ga0531459_001013	REP	3504
Ga0531459_001014	REP	3505
Ga0531457_000424	REP	3506
Ga0531465_000419	MEM	3506
Ga0531461_000276	MEM	3506
Ga0531456_000431	REP	3507
Ga0531462_000424	REP	3508
Ga0531460_000350	REP	3509
Ga0531454_000162	REP	3510
Ga0531458_00038	REP	3511
Ga0531459_001015	REP	3512
Ga0531462_000425	REP	3513
Ga0531459_001016	REP	3514
Ga0531457_000425	REP	3515
Ga0531456_000432	REP	3516
Ga0531459_001017	REP	3517
Ga0531461_000133	REP	3518
Ga0531456_000433	REP	3519
Ga0531459_001018	REP	3520
Ga0531456_000434	REP	3521
Ga0531463_000104	REP	3522
Ga0531460_000351	REP	3523
Ga0531456_000435	REP	3524
Ga0531455_000221	REP	3525
Ga0531459_001019	REP	3526
Ga0531457_000426	REP	3527
Ga0531459_001020	REP	3528
Ga0531464_000775	REP	3529
Ga0531461_000134	REP	3530
Ga0531456_000436	REP	3531
Ga0531460_000352	REP	3532
Ga0531465_000338	REP	3533
Ga0531464_000777	REP	3534
Ga0531465_000339	REP	3535
Ga0531460_000353	REP	3536
Ga0531456_000599	MEM	3536
Ga0531459_001022	REP	3537
Ga0531464_000778	REP	3538
Ga0531460_000354	REP	3539
Ga0531456_000437	REP	3540
Ga0531459_001023	REP	3541
Ga0531462_000428	REP	3542
Ga0531462_000429	REP	3543
Ga0531464_000951	MEM	3543
Ga0531462_000430	REP	3544
Ga0531465_000613	MEM	3544
Ga0531464_000870	MEM	3544
Ga0531460_000355	REP	3545
Ga0531461_000135	REP	3546
Ga0531464_000779	REP	3547
Ga0531457_000427	REP	3548
Ga0531459_001024	REP	3549
Ga0531455_000222	REP	3550
Ga0531460_000356	REP	3551
Ga0531457_000428	REP	3552
Ga0531464_000890	MEM	3552
Ga0531464_000781	REP	3553
Ga0531457_000429	REP	3554
Ga0531461_000249	MEM	3554
Ga0531461_000136	REP	3555
Ga0531460_000357	REP	3556
Ga0531457_000430	REP	3557
Ga0531459_001025	REP	3558
Ga0531460_000358	REP	3559
Ga0531461_000137	REP	3560
Ga0531457_000431	REP	3561
Ga0531461_000189	MEM	3561
Ga0531465_000341	REP	3562
Ga0531464_000782	REP	3563
Ga0531464_000783	REP	3564
Ga0531455_000224	REP	3565
Ga0531459_001746	MEM	3565
Ga0531457_000432	REP	3566
Ga0531459_001026	REP	3567
Ga0531456_000438	REP	3568
Ga0531459_001027	REP	3569
Ga0531454_000163	REP	3570
Ga0531460_000359	REP	3571
Ga0531464_000784	REP	3572
Ga0531459_001028	REP	3573
Ga0531464_000785	REP	3574
Ga0531462_000433	REP	3575
Ga0531461_000139	REP	3576
Ga0531462_000434	REP	3577
Ga0531459_001030	REP	3578
Ga0531465_000342	REP	3579
Ga0531454_000164	REP	3580
Ga0531459_001031	REP	3581
Ga0531459_001032	REP	3582
Ga0531459_001033	REP	3583
Ga0531456_000439	REP	3584
Ga0531459_001034	REP	3585
Ga0531464_000787	REP	3586
Ga0531463_000105	REP	3587
Ga0531456_000440	REP	3588
Ga0531459_001036	REP	3589
Ga0531462_000436	REP	3590
Ga0531455_000225	REP	3591
Ga0531459_001037	REP	3592
Ga0531464_000788	REP	3593
Ga0531462_000595	MEM	3593
Ga0531457_000754	MEM	3593
Ga0531459_001038	REP	3594
Ga0531465_000343	REP	3595
Ga0531456_000441	REP	3596
Ga0531464_000789	REP	3597
Ga0531464_000791	REP	3598
Ga0531462_000741	MEM	3598
Ga0531459_001039	REP	3599
Ga0531462_000438	REP	3600
Ga0531462_000439	REP	3601
Ga0531465_000380	MEM	3601
Ga0531462_000440	REP	3602
Ga0531464_000792	REP	3603
Ga0531462_000441	REP	3604
Ga0531465_000344	REP	3605
Ga0531456_000442	REP	3606
Ga0531456_000443	REP	3607
Ga0531459_001040	REP	3608
Ga0531459_001041	REP	3609
Ga0531455_000227	REP	3610
Ga0531459_001055	MEM	3610
Ga0531460_000361	REP	3611
Ga0531454_000308	MEM	3611
Ga0531460_000362	REP	3612
Ga0531456_000661	MEM	3612
Ga0531460_000363	REP	3613
Ga0531459_001042	REP	3614
Ga0531461_000140	REP	3615
Ga0531455_000228	REP	3616
Ga0531455_000229	REP	3617
Ga0531462_000443	REP	3618
Ga0531464_001391	MEM	3618
Ga0531462_000444	REP	3619
Ga0531454_000165	REP	3620
Ga0531460_000364	REP	3621
Ga0531454_000166	REP	3622
Ga0531464_000795	REP	3623
Ga0531464_000796	REP	3624
Ga0531464_000797	REP	3625
Ga0531454_000167	REP	3626
Ga0531459_001043	REP	3627
Ga0531458_00039	REP	3628
Ga0531457_000433	REP	3629
Ga0531454_000168	REP	3630
Ga0531464_000799	REP	3631
Ga0531456_000444	REP	3632
Ga0531459_001044	REP	3633
Ga0531464_000800	REP	3634
Ga0531465_000346	REP	3635
Ga0531464_000801	REP	3636
Ga0531462_000553	MEM	3636
Ga0531459_001045	REP	3637
Ga0531464_000802	REP	3638
Ga0531464_000803	REP	3639
Ga0531459_001046	REP	3640
Ga0531464_000804	REP	3641
Ga0531454_000169	REP	3642
Ga0531464_000805	REP	3643
Ga0531457_000434	REP	3644
Ga0531464_000806	REP	3645
Ga0531460_000365	REP	3646
Ga0531464_000808	REP	3647
Ga0531457_000435	REP	3648
Ga0531456_000445	REP	3649
Ga0531458_00040	REP	3650
Ga0531455_000230	REP	3651
Ga0531459_001047	REP	3652
Ga0531458_00041	REP	3653
Ga0531459_001049	REP	3654
Ga0531455_000231	REP	3655
Ga0531464_000810	REP	3656
Ga0531462_000448	REP	3657
Ga0531455_000232	REP	3658
Ga0531459_001050	REP	3659
Ga0531464_000811	REP	3660
Ga0531460_000366	REP	3661
Ga0531459_001051	REP	3662
Ga0531465_000349	REP	3663
Ga0531464_001572	MEM	3663
Ga0531464_000812	REP	3664
Ga0531460_000367	REP	3665
Ga0531460_000368	REP	3666
Ga0531456_000446	REP	3667
Ga0531464_000813	REP	3668
Ga0531462_000449	REP	3669
Ga0531464_001165	MEM	3669
Ga0531457_000436	REP	3670
Ga0531464_000814	REP	3671
Ga0531459_001052	REP	3672
Ga0531464_000815	REP	3673
Ga0531462_000450	REP	3674
Ga0531459_001053	REP	3675
Ga0531459_001054	REP	3676
Ga0531464_000816	REP	3677
Ga0531457_000438	REP	3678
Ga0531458_00042	REP	3679
Ga0531457_000439	REP	3680
Ga0531456_000448	REP	3681
Ga0531457_000611	MEM	3681
Ga0531454_000170	REP	3682
Ga0531461_000141	REP	3683
Ga0531457_000593	MEM	3683
Ga0531460_000369	REP	3684
Ga0531459_001056	REP	3685
Ga0531465_000350	REP	3686
Ga0531465_000351	REP	3687
Ga0531459_001057	REP	3688
Ga0531457_000440	REP	3689
Ga0531454_000171	REP	3690
Ga0531460_000370	REP	3691
Ga0531459_001059	REP	3692
Ga0531455_000234	REP	3693
Ga0531459_001372	MEM	3693
Ga0531459_001060	REP	3694
Ga0531459_001061	REP	3695
Ga0531456_000449	REP	3696
Ga0531460_000372	REP	3697
Ga0531464_000817	REP	3698
Ga0531455_000235	REP	3699
Ga0531460_000373	REP	3700
Ga0531464_000818	REP	3701
Ga0531456_000450	REP	3702
Ga0531459_001063	REP	3703
Ga0531454_000172	REP	3704
Ga0531459_001064	REP	3705
Ga0531460_000374	REP	3706
Ga0531464_000819	REP	3707
Ga0531459_001065	REP	3708
Ga0531459_001066	REP	3709
Ga0531456_000451	REP	3710
Ga0531464_000820	REP	3711
Ga0531463_000107	REP	3712
Ga0531459_001067	REP	3713
Ga0531465_000354	REP	3714
Ga0531464_000821	REP	3715
Ga0531454_000173	REP	3716
Ga0531456_000452	REP	3717
Ga0531464_000822	REP	3718
Ga0531459_001068	REP	3719
Ga0531465_000356	REP	3720
Ga0531457_000443	REP	3721
Ga0531465_000357	REP	3722
Ga0531464_000823	REP	3723
Ga0531462_000639	MEM	3723
Ga0531459_001069	REP	3724
Ga0531460_000375	REP	3725
Ga0531459_001070	REP	3726
Ga0531460_000376	REP	3727
Ga0531455_000236	REP	3728
Ga0531465_000358	REP	3729
Ga0531464_000824	REP	3730
Ga0531455_000237	REP	3731
Ga0531459_001071	REP	3732
Ga0531465_000359	REP	3733
Ga0531464_000825	REP	3734
Ga0531457_000444	REP	3735
