vOTU_ID	Module	Source
Ga0531464_000002	PcrA_SNF2_SNF2	BATS
Ga0531464_000004	L762_PcrA_SNF2	BATS
Ga0531464_000005	L762_PcrA_SNF2	BATS
Ga0531464_000010	F762_P438_DnaB	BATS
Ga0531464_000015	F762	BATS
Ga0531464_000016	DnaB	BATS
Ga0531464_000018	Y762_A438_Gp4	BATS
Ga0531464_000022	DnaB	BATS
Ga0531464_000024	UvsW	BATS
Ga0531464_000025	Y762_P438_Gp4	BATS
Ga0531464_000026	Y762_P438_Gp4	BATS
Ga0531464_000028	SNF2	BATS
Ga0531464_000029	H762_L438	BATS
Ga0531464_000030	RecG	BATS
Ga0531464_000034	F762	BATS
Ga0531464_000041	DnaB	BATS
Ga0531464_000042	DnaB	BATS
Ga0531464_000043	SNF2	BATS
Ga0531464_000045	L762_SNF2	BATS
Ga0531464_000046	Twinkle	BATS
Ga0531464_000049	F762_SNF2	BATS
Ga0531464_000050	L762_SNF2	BATS
Ga0531464_000054	SNF2	BATS
Ga0531464_000055	UvrD_SNF2	BATS
Ga0531464_000058	L762_SNF2	BATS
Ga0531464_000059	DnaB	BATS
Ga0531464_000060	F762_Gp41	BATS
Ga0531464_000065	L762	BATS
Ga0531464_000066	DnaB	BATS
Ga0531464_000071	RecB_SNF2	BATS
Ga0531464_000073	SNF2	BATS
Ga0531464_000075	P438	BATS
Ga0531464_000078	H762_RecD	BATS
Ga0531464_000079	L762_PcrA_SNF2	BATS
Ga0531464_000083	UvsW_Twinkle	BATS
Ga0531464_000084	I438_Gp4	BATS
Ga0531464_000089	F762_SNF2	BATS
Ga0531464_000094	Gp4	BATS
Ga0531464_000098	P438	BATS
Ga0531464_000099	SNF2	BATS
Ga0531464_000100	DnaB	BATS
Ga0531464_000106	L762_PcrA_SNF2	BATS
Ga0531464_000107	H762_L438	BATS
Ga0531464_000111	P438	BATS
Ga0531464_000114	F762_SNF2	BATS
Ga0531464_000115	Y762	BATS
Ga0531464_000117	Gp4	BATS
Ga0531464_000118	Y762_L438_Gp4	BATS
Ga0531464_000123	DnaB	BATS
Ga0531464_000126	DnaB	BATS
Ga0531464_000128	SNF2	BATS
Ga0531464_000130	L762_PcrA_SNF2	BATS
Ga0531464_000131	L762_PcrA_SNF2	BATS
Ga0531464_000136	DnaB	BATS
Ga0531464_000146	Y762_L438_Gp4	BATS
Ga0531464_000147	Gp4	BATS
Ga0531464_000150	SNF2_DnaB	BATS
Ga0531464_000151	DnaB	BATS
Ga0531464_000154	DnaB	BATS
Ga0531464_000155	Y762_P438_Gp4	BATS
Ga0531464_000158	L762_PcrA_SNF2	BATS
Ga0531464_000163	F762_DnaB	BATS
Ga0531464_000165	Gp4	BATS
Ga0531464_000173	SNF2	BATS
Ga0531464_000175	P438	BATS
Ga0531464_000176	RecB_SNF2	BATS
Ga0531464_000186	SNF2	BATS
Ga0531464_000188	Gp4	BATS
Ga0531464_000195	Y762_P438_Gp4	BATS
Ga0531464_000197	F762	BATS
Ga0531464_000198	SNF2	BATS
Ga0531464_000206	UvrB	BATS
Ga0531464_000208	P438_SNF2_Twinkle	BATS
Ga0531464_000211	DnaB	BATS
Ga0531464_000214	L762	BATS
Ga0531464_000215	RecD_RecD	BATS
Ga0531464_000216	L762_SNF2	BATS
Ga0531464_000225	DnaB	BATS
Ga0531464_000227	L762_PcrA_SNF2	BATS
Ga0531464_000239	F762_SNF2	BATS
Ga0531464_000241	H762	BATS
Ga0531464_000249	F762_DnaB	BATS
Ga0531464_000253	DnaB	BATS
Ga0531464_000258	F762_SNF2	BATS
Ga0531464_000260	F762_DnaB	BATS
Ga0531464_000266	DnaB	BATS
Ga0531464_000267	Y762_P438_Gp4	BATS
Ga0531464_000277	H762	BATS
Ga0531464_000278	DnaB	BATS
Ga0531464_000279	Gp4	BATS
Ga0531464_000280	L762_UvrD_SNF2	BATS
Ga0531464_000282	Y762_L438_Gp4	BATS
Ga0531464_000284	DnaB	BATS
Ga0531464_000288	DnaB	BATS
Ga0531464_000291	F762	BATS
Ga0531464_000292	A438	BATS
Ga0531464_000303	Gp4	BATS
Ga0531464_000316	DnaB	BATS
Ga0531464_000317	Y762_P438_Gp4	BATS
Ga0531464_000321	SNF2	BATS
Ga0531464_000325	DnaB	BATS
Ga0531464_000328	L762	BATS
Ga0531464_000337	L762_PcrA_SNF2	BATS
Ga0531464_000338	SNF2	BATS
Ga0531464_000345	L762_SNF2	BATS
Ga0531464_000346	DnaB	BATS
Ga0531464_000350	F762	BATS
Ga0531464_000356	F762	BATS
Ga0531464_000364	L762_PcrA_SNF2	BATS
Ga0531464_000370	DnaB	BATS
Ga0531464_000374	PcrA_SNF2	BATS
Ga0531464_000390	I438	BATS
Ga0531464_000398	F762_Gp41_RecA	BATS
Ga0531464_000399	DnaB	BATS
Ga0531464_000403	L762_UvrD_SNF2	BATS
Ga0531464_000411	DnaB	BATS
Ga0531464_000415	Y762_Gp4	BATS
Ga0531464_000423	SNF2	BATS
Ga0531464_000424	L762	BATS
Ga0531464_000436	Y762_L438_Gp4	BATS
Ga0531464_000438	SNF2	BATS
Ga0531464_000443	L762	BATS
Ga0531464_000446	L762	BATS
Ga0531464_000457	L762_PcrA	BATS
Ga0531464_000459	PcrA	BATS
Ga0531464_000483	P438	BATS
Ga0531464_000490	H762_L438	BATS
Ga0531464_000491	DnaB	BATS
Ga0531464_000492	SNF2	BATS
Ga0531464_000498	F762_SNF2	BATS
Ga0531464_000499	F762_DnaB	BATS
Ga0531464_000509	SNF2	BATS
Ga0531464_000510	RecB_DnaB	BATS
Ga0531464_000519	Y762_L438_Gp4	BATS
Ga0531464_000521	L762_PcrA_SNF2	BATS
Ga0531464_000529	Y762_A438_Gp4	BATS
Ga0531464_000532	L762_PcrA	BATS
Ga0531464_000536	L762	BATS
Ga0531464_000551	DnaB	BATS
Ga0531464_000554	SNF2	BATS
Ga0531464_000555	DnaB	BATS
Ga0531464_000557	SNF2	BATS
Ga0531464_000562	Gp4	BATS
Ga0531464_000563	DnaB	BATS
Ga0531464_000568	SNF2	BATS
Ga0531464_000576	L762	BATS
Ga0531464_000578	Gp4	BATS
Ga0531464_000594	Gp4	BATS
Ga0531464_000595	SNF2	BATS
Ga0531464_000620	Y762_L438_Gp4	BATS
Ga0531464_000624	SNF2	BATS
Ga0531464_000626	F762_DnaB_RecA	BATS
Ga0531464_000629	L762_PcrA	BATS
Ga0531464_000642	F762_RecA	BATS
Ga0531464_000646	SNF2_DnaB	BATS
Ga0531464_000647	Gp4	BATS
Ga0531464_000650	P438	BATS
Ga0531464_000653	L762	BATS
Ga0531464_000654	Gp4	BATS
Ga0531464_000680	SNF2	BATS
Ga0531464_000689	L762_PcrA	BATS
Ga0531464_000717	PcrA_SNF2	BATS
Ga0531464_000723	Y762_P438_Gp4	BATS
Ga0531464_000739	L762_SNF2	BATS
Ga0531464_000744	L762_PcrA	BATS
Ga0531464_000749	L762_PcrA	BATS
Ga0531464_000762	SNF2	BATS
Ga0531464_000765	L762_UvrD	BATS
Ga0531464_000808	Y762_Gp4	BATS
Ga0531464_000812	L762_UvrD	BATS
Ga0531464_000813	DnaB	BATS
Ga0531464_000817	Y762_Gp4	BATS
Ga0531464_000824	UvsW	BATS
Ga0531464_000840	Y762_A438_Gp4	BATS
Ga0531464_000845	P438	BATS
Ga0531464_000847	H762	BATS
Ga0531464_000848	PcrA_SNF2	BATS
Ga0531464_000856	L762	BATS
Ga0531464_000865	Y762_L438_Gp4	BATS
Ga0531464_000871	P438	BATS
Ga0531464_000876	L762_PcrA	BATS
Ga0531464_000878	P438	BATS
Ga0531464_000894	SNF2	BATS
Ga0531464_000899	L762	BATS
Ga0531464_000906	Y762_P438_Gp4	BATS
Ga0531464_000907	SNF2	BATS
Ga0531464_000909	F762	BATS
Ga0531464_000929	L762	BATS
Ga0531464_000932	PcrA_SNF2	BATS
Ga0531464_000935	F762	BATS
Ga0531464_000945	UvsW	BATS
Ga0531464_000961	P438	BATS
Ga0531464_000969	L762_PcrA	BATS
Ga0531464_000975	UvrB	BATS
Ga0531464_000976	SNF2	BATS
Ga0531464_000985	SNF2	BATS
Ga0531464_001005	L762_PcrA	BATS
Ga0531464_001008	DnaB	BATS
Ga0531464_001015	Y762_A438_Gp4	BATS
Ga0531464_001023	Gp4	BATS
Ga0531464_001030	L762_PcrA	BATS
Ga0531464_001036	Gp4	BATS
Ga0531464_001037	L762_PcrA_SNF2	BATS
Ga0531464_001038	SNF2	BATS
Ga0531464_001039	Y762_L438_Gp4	BATS
Ga0531464_001042	PcrA_SNF2	BATS
Ga0531464_001043	SNF2	BATS
Ga0531464_001047	P438	BATS
Ga0531464_001057	L762	BATS
Ga0531464_001064	L762_PcrA	BATS
Ga0531464_001066	Gp4	BATS
Ga0531464_001071	SNF2	BATS
Ga0531464_001078	Y762_Gp4	BATS
Ga0531464_001080	SNF2	BATS
Ga0531464_001087	Y762_L438_Gp4	BATS
Ga0531464_001088	SNF2	BATS
Ga0531464_001089	SNF2	BATS
Ga0531464_001094	F762_P438_Gp41	BATS
Ga0531464_001095	P438_DnaB_RecA	BATS
Ga0531464_001108	Twinkle	BATS
Ga0531464_001110	H762	BATS
Ga0531464_001120	L762_PcrA_SNF2	BATS
Ga0531464_001122	DnaB	BATS
Ga0531464_001133	L762_PcrA_SNF2	BATS
Ga0531464_001134	H762_RecD	BATS
Ga0531464_001142	L762	BATS
Ga0531464_001143	SNF2	BATS
Ga0531464_001149	SNF2	BATS
Ga0531464_001171	Gp4	BATS
Ga0531464_001172	H762_RecD	BATS
Ga0531464_001179	P438	BATS
Ga0531464_001195	SNF2	BATS
Ga0531464_001196	H762_L438	BATS
Ga0531464_001204	L762	BATS
Ga0531464_001212	F762	BATS
Ga0531464_001215	Y762_L438_Gp4	BATS
Ga0531464_001216	L762	BATS
Ga0531464_001230	SNF2	BATS
Ga0531464_001238	Y762_SNF2	BATS
Ga0531464_001240	PcrA_SNF2	BATS
Ga0531464_001241	L762_PcrA	BATS
Ga0531464_001245	Gp41	BATS
Ga0531464_001248	L762_PcrA	BATS
Ga0531464_001251	Y762_P438_Gp4	BATS
Ga0531464_001253	RecA	BATS
Ga0531464_001259	PcrA	BATS
Ga0531464_001266	Y762_Gp4	BATS
Ga0531464_001276	SNF2	BATS
Ga0531464_001278	UvsX	BATS
Ga0531464_001289	PcrA_SNF2	BATS
Ga0531464_001293	L762	BATS
Ga0531464_001304	L762_SNF2	BATS
Ga0531464_001305	F762_DnaB	BATS
Ga0531464_001317	Gp4	BATS
Ga0531464_001325	Y762_P438_Gp4	BATS
Ga0531464_001350	F762_A438_Gp4	BATS
Ga0531464_001357	SNF2	BATS
Ga0531464_001365	SNF2	BATS
Ga0531464_001372	Gp4	BATS
Ga0531464_001403	L762	BATS
Ga0531464_001407	F762	BATS
Ga0531464_001409	L762_PcrA	BATS
Ga0531464_001428	SNF2	BATS
Ga0531464_001441	SNF2	BATS
Ga0531464_001454	SNF2	BATS
Ga0531464_001475	DnaB	BATS
Ga0531464_001477	H762	BATS
Ga0531464_001485	L762_RecB	BATS
Ga0531464_001488	L762_PcrA	BATS
Ga0531464_001493	SNF2	BATS
Ga0531464_001498	DnaB	BATS
Ga0531464_001501	Gp4	BATS
Ga0531464_001508	L762	BATS
Ga0531464_001519	UvsW	BATS
Ga0531464_001530	Y762_Gp4	BATS
Ga0531464_001539	F762	BATS
Ga0531464_001552	L762_PcrA	BATS
Ga0531464_001559	SNF2	BATS
Ga0531464_001566	PcrA	BATS
Ga0531464_001583	RecB	BATS
Ga0531464_001586	DnaB	BATS
Ga0531465_000002	Gp4	BATS
Ga0531465_000005	DnaB	BATS
Ga0531465_000007	Gp4	BATS
Ga0531465_000008	DnaB	BATS
Ga0531465_000009	Y762_P438_Gp4	BATS
Ga0531465_000011	DnaB	BATS
Ga0531465_000013	DnaB	BATS
Ga0531465_000015	H762_SNF2	BATS
Ga0531465_000018	PcrA_SNF2	BATS
Ga0531465_000021	DnaB	BATS
Ga0531465_000023	F762	BATS
Ga0531465_000026	P438_Gp4	BATS
Ga0531465_000031	DnaB	BATS
Ga0531465_000035	SNF2_DnaB	BATS
Ga0531465_000039	H762	BATS
Ga0531465_000040	RecD	BATS
Ga0531465_000045	DnaB	BATS
Ga0531465_000046	DnaB	BATS
Ga0531465_000050	F762_A438_Gp4	BATS
Ga0531465_000057	SNF2	BATS
Ga0531465_000058	UvrD	BATS
Ga0531465_000061	H762	BATS
Ga0531465_000068	H762	BATS
Ga0531465_000069	F762	BATS
Ga0531465_000074	Y762_Gp4	BATS
Ga0531465_000077	SNF2	BATS
Ga0531465_000080	PcrA	BATS
Ga0531465_000086	PcrA	BATS
Ga0531465_000091	L438	BATS
Ga0531465_000092	SNF2	BATS
Ga0531465_000121	L762_PcrA	BATS
Ga0531465_000150	Y762_L438_Gp4	BATS
Ga0531465_000152	F762_Gp41	BATS
Ga0531465_000169	Gp4	BATS
Ga0531465_000171	L762_PcrA_SNF2	BATS
Ga0531465_000172	L762_PcrA_SNF2	BATS
Ga0531465_000174	SNF2	BATS
Ga0531465_000175	DnaB	BATS
Ga0531465_000191	F762	BATS
Ga0531465_000196	SNF2	BATS
Ga0531465_000204	DnaB	BATS
Ga0531465_000220	SNF2_Twinkle	BATS
Ga0531465_000224	L762_PcrA	BATS
Ga0531465_000227	F762	BATS
Ga0531465_000236	F762	BATS
Ga0531465_000239	Gp4	BATS
Ga0531465_000242	DnaB	BATS
Ga0531465_000263	DnaB	BATS
Ga0531465_000271	H762_RecD	BATS
Ga0531465_000272	UvrB	BATS
Ga0531465_000302	SNF2	BATS
Ga0531465_000303	UvsW	BATS
Ga0531465_000304	F762	BATS
Ga0531465_000308	DnaB	BATS
Ga0531465_000312	H762_RecD	BATS
Ga0531465_000318	P438	BATS
Ga0531465_000343	Y762_A438_Gp4	BATS
Ga0531465_000359	DnaB	BATS
Ga0531465_000374	F762	BATS
Ga0531465_000379	Y762_Gp4	BATS
Ga0531465_000401	SNF2	BATS
Ga0531465_000403	L762_PcrA	BATS
Ga0531465_000405	UvrD_SNF2	BATS
Ga0531465_000408	SNF2	BATS
Ga0531465_000415	UvsW_DnaB	BATS
Ga0531465_000442	A438	BATS
Ga0531465_000475	H762	BATS
Ga0531465_000480	SNF2	BATS
Ga0531465_000481	PcrA	BATS
Ga0531465_000488	P438	BATS
Ga0531465_000492	H762	BATS
Ga0531465_000502	Y762_Gp4	BATS
Ga0531465_000517	H762	BATS
Ga0531465_000530	DnaB	BATS
Ga0531465_000534	L762	BATS
Ga0531465_000576	P438	BATS
Ga0531465_000579	DnaB	BATS
Ga0531465_000584	L762_PcrA	BATS
Ga0531465_000604	P438	BATS
Ga0531465_000617	DnaB	BATS
Ga0531465_000625	F762_DnaB	BATS
Ga0531465_000626	A438	BATS
HE611333	Y762_Gp4	ENA
HE806280	DnaB	ENA
HE956704	SNF2	ENA
HE956707	F762	ENA
HE956708	F762_L438_DnaB_DnaB	ENA
HE956709	L438_Dda_UvsW_Gp41_UvsX	ENA
HE962497	L762	ENA
HG380752	UvrB_Twinkle	ENA
HG518155	Gp4	ENA
HG818823	Y762_Gp4	ENA
HG818824	Y762_Gp4	ENA
HG934470	L762_SNF2	ENA
HM004124	L438_Dda_UvsW_Gp41	ENA
HM029250	RecD	ENA
HM032710	L438_Dda_UvsW_Gp41_UvsX	ENA
HM035024	UvrB_Twinkle	ENA
HM114277	SNF2_DnaB_RecA	ENA
HM134276	L438_Dda_UvsW_Gp41_UvsX	ENA
HM144387	F762_L438_UvsW_Gp41_RecA	ENA
HM151342	P438_SNF2	ENA
HM173637	DnaB	ENA
HM368260	DnaB	ENA
HM480846	Y762_Gp4	ENA
HM486077	L762_UvsW	ENA
HQ201307	UvsW_Twinkle	ENA
HQ201308	DnaB	ENA
HQ259105	F762_Dda	ENA
HQ268735	L762_SNF2_DnaB_RecA	ENA
HQ316582	L438_Dda_UvsW_Gp41	ENA
HQ316604	F762_DnaB_RecA	ENA
HQ317390	Y762_L438_RecD_Gp4	ENA
HQ317393	L438_Dda_UvsW_UvsW_Gp41_UvsX	ENA
HQ377372	L762_SNF2_Twinkle	ENA
HQ377373	L762_SNF2_Twinkle	ENA
HQ403646	F762_SNF2	ENA
HQ406778	F762_L438_DnaB_DnaB	ENA
HQ424691	UvsW_Twinkle	ENA
HQ615693	L438_UvsW_Gp41_UvsX	ENA
HQ630627	L438_SNF2	ENA
HQ634174	L438_UvsW_Gp41_UvsX	ENA
HQ641380	F762_Dda	ENA
HQ665011	F762_L438_DnaB_DnaB	ENA
HQ683709	DnaB	ENA
HQ698895	V438	ENA
HQ711984	DnaB	ENA
HQ711985	DnaB	ENA
HQ728265	Y762_Gp4	ENA
HQ728266	F762_RecD	ENA
HQ832595	Y762_L438	ENA
JF501022	UvrB_Twinkle	ENA
JF704094	L762_UvsW	ENA
JF704106	Twinkle	ENA
JF704107	F762_P438_Gp4	ENA
JF704108	DnaB	ENA
JF704117	SNF2	ENA
JF712866	L762_SNF2	ENA
JF731128	L762	ENA
JF770475	UvrB_Twinkle	ENA
JF912400	UvrB_Twinkle	ENA
JF923796	SNF2_Twinkle	ENA
JF923797	SNF2_Twinkle	ENA
JF937094	F762_P438_Gp4	ENA
JF937104	Twinkle	ENA
JF937105	DnaB	ENA
JF937110	F762_RecB	ENA
JF939047	UvsW	ENA
JF946695	F762_P438_Gp4	ENA
JF957057	F762_RecB	ENA
JF957058	F762_P438_Gp4	ENA
JF957060	F762_P438_Gp4	ENA
JN022534	UvsW_Twinkle	ENA
JN035618	SNF2	ENA
JN051154	UvrB	ENA
JN116826	F762_P438_Gp4	ENA
JN116828	L762_UvsW	ENA
JN153086	F762_RecB	ENA
JN225449	Y762_L438_Gp4	ENA
JN371769	L438_UvsW_Gp41	ENA
JN398368	SNF2	ENA
JN408461	F762_P438_Gp4	ENA
JN412589	SNF2_Twinkle	ENA
JN564907	SNF2	ENA
JN585957	RecG	ENA
JN600960	DnaB	ENA
JN627160	SNF2	ENA
JN638751	L438_RecB_UvrD_SNF2_UvrB_UvrB_Gp41_RecA	ENA
JN651747	F762	ENA
JN660814	F762_RecB	ENA
JN699000	F762_RecB	ENA
JN699005	F762_P438_Gp4	ENA
JN699011	L762_UvsW	ENA
JN699014	SNF2_Twinkle	ENA
JN699015	F762_P438_Gp4	ENA
JN699016	F762_RecB	ENA
JN700520	DnaB	ENA
JN700521	DnaB	ENA
JN712910	F762_L438_UvrB_Gp41_RecA	ENA
JN797796	F762_L438_UvsW_Gp41_RecA	ENA
JN797797	F762_L438_UvsW_Gp41_RecA	ENA
JN882285	L438_Dda_UvsW_Gp41_UvsX	ENA
JN882286	Y762_Gp4	ENA
JN984867	L762_SNF2	ENA
JN986844	Y762_Gp4	ENA
JN986845	UvrB_Twinkle	ENA
JN991020	F762	ENA
JQ007353	H762_SNF2	ENA
JQ066768	Twinkle	ENA
JQ067084	P438_PcrA_UvrB	ENA
JQ067087	L762_L438_RecD_SNF2	ENA
JQ086369	DnaB	ENA
JQ086372	DnaB	ENA
JQ086373	DnaB	ENA
JQ086374	DnaB	ENA
JQ086375	L762_SNF2	ENA
JQ086377	DnaB	ENA
JQ177061	UvrB	ENA
JQ177062	UvrD_UvrB_Twinkle	ENA
JQ177064	UvrB	ENA
JQ177065	DnaB	ENA
JQ182726	DnaB	ENA
JQ182731	DnaB	ENA
JQ182732	DnaB	ENA
JQ182733	DnaB	ENA
JQ182735	DnaB	ENA
JQ245707	Y762_L438_RecD	ENA
JQ246028	L762_DnaB_RecA	ENA
JQ267518	F762_DnaB	ENA
JQ300538	SNF2	ENA
JQ312117	UvrB	ENA
JQ340389	F762_L438_UvsW_DnaB	ENA
JQ340774	SNF2	ENA
JQ362498	L438_UvsW	ENA
JQ446452	Gp4	ENA
JQ619704	L762_SNF2	ENA
JQ691611	L438	ENA
JQ768459	F762_SNF2_DnaB_RecA	ENA
JQ779023	L762_SNF2	ENA
JQ801337	RecG	ENA
JQ806763	DnaB	ENA
JQ809650	Y762_P438_Gp4	ENA
JQ823122	UvsW	ENA
JQ867100	DnaB	ENA
JQ965645	L438_UvrB_Gp41_RecA	ENA
JQ965702	Gp4	ENA
JQ965703	Y762_Gp4	ENA
JQ973847	DnaB	ENA
JX006077	DnaB	ENA
JX042579	Twinkle	ENA
JX094431	F762_L438_UvsW_Gp41_RecA	ENA
JX100810	Y762_L438_RecD_SNF2	ENA
JX100814	Y762_L438_RecD_SNF2	ENA
JX123262	L438_Dda_UvsW_Gp41_UvsX	ENA
JX173487	Y762_Gp4	ENA
JX181824	L438_Gp4	ENA
JX181829	L438_UvsW_Gp41_UvsX	ENA
JX182372	F762_Twinkle	ENA
JX194238	F762_RecD	ENA
JX195166	F762_L438_DnaB_DnaB	ENA
JX238501	L438_UvsW_Gp41_RecA	ENA
JX262376	P438	ENA
JX290549	F762	ENA
JX297445	L762_SNF2	ENA
JX307702	F762_P438_Gp4	ENA
JX409895	UvrB_Twinkle	ENA
JX415536	Gp4	ENA
JX442241	DnaB	ENA
JX483873	Y762_Gp4	ENA
JX483874	F762	ENA
JX483881	L438_UvsW_Gp41_RecA	ENA
JX486087	UvrB	ENA
JX486088	DnaB	ENA
JX507079	Twinkle	ENA
JX556418	SNF2_RecA	ENA
JX570714	UvsX	ENA
JX658790	F762	ENA
JX863101	Y762_Gp4	ENA
JX867715	Y762_Gp4	ENA
JX880034	F762_Dda	ENA
JX880072	F762_Dda	ENA
JX889246	P438	ENA
JX912252	UvrB_Twinkle	ENA
JX976549	DnaB	ENA
KC107834	F762	ENA
KC109329	Gp4	ENA
KC139518	L762_SNF2	ENA
KC139632	UvrB_Twinkle	ENA
KC171646	DnaB	ENA
KC206276	F762_Dda	ENA
KC292021	RecB	ENA
KC310802	Y762_V438_Gp4	ENA
KC310803	Y762_V438_Gp4	ENA
KC310804	Y762_V438	ENA
KC310805	Y762_Gp4	ENA
KC310806	Y762_P438_Gp4	ENA
KC330682	RecB_DnaB	ENA
KC330683	RecB_DnaB	ENA
KC348603	SNF2_Twinkle	ENA
KC460990	UvsW_Twinkle	ENA
KC465899	L438_UvsW_Gp41_UvsX	ENA
KC465900	Y762_Gp4	ENA
KC465901	Y762_L438_Gp4	ENA
KC481682	L438_RecD	ENA
KC542353	UvrB	ENA
KC581799	SNF2_Twinkle	ENA
KC595513	F762_UvrD_UvsW_Gp41	ENA
KC595516	L762_SNF2	ENA
KC661275	F762_P438_RecB_Gp4	ENA
KC661278	SNF2	ENA
KC661280	SNF2	ENA
KC688701	L762_SNF2	ENA
KC700557	P438	ENA
KC700558	P438	ENA
KC701493	F762_RecB	ENA
KC751414	L762	ENA
KC801932	L438_Dda_UvsW_Gp41_UvsX	ENA
KC821611	UvsW	ENA
KC821614	Y762	ENA
KC821615	UvsW	ENA
KC821616	UvsW	ENA
KC821617	UvsW	ENA
KC821619	UvsW	ENA
KC821621	L438_SNF2_RecA	ENA
KC821624	L438_SNF2	ENA
KC821626	DnaB	ENA
KC821632	Y762_I438_UvrB_RecA	ENA
KC853746	F762	ENA
KC862297	Y762_L438	ENA
KC900378	SNF2	ENA
KC960671	Y762_Gp4	ENA
KF005320	F762_L438_RecB	ENA
KF010834	DnaB	ENA
KF017004	SNF2	ENA
KF017927	F762_P438_Gp4	ENA
KF024721	F762_P438_Gp4	ENA
KF024724	F762_RecB	ENA
KF024726	F762_RecB	ENA
KF024727	L762_UvsW	ENA
KF024729	L762_UvsW	ENA
KF147891	F762_SNF2_DnaB_RecA	ENA
KF148055	L762_SNF2	ENA
KF156338	L438_UvsW_Gp41_UvsX	ENA
KF188409	UvrB	ENA
KF279411	L762_UvsW	ENA
KF279414	F762_P438_RecB_Gp4	ENA
KF296717	DnaB	ENA
KF301602	L438_UvsW_Gp41_UvsX	ENA
KF302032	SNF2_Twinkle	ENA
KF302034	Gp4	ENA
KF302036	DnaB	ENA
KF302037	L762	ENA
KF306380	DnaB_RecA	ENA
KF319020	F762_DnaB	ENA
KF322026	Y762	ENA
KF356198	F762_Gp4	ENA
KF416340	F762_RecB	ENA
KF493880	F762_RecB	ENA
KF493881	L762_UvsW	ENA
KF493882	F762_P438_Gp4	ENA
KF550303	Y762_L438_Gp4	ENA
KF554508	F762_UvrD_UvsW_Gp41	ENA
KF560331	F762_RecB	ENA
KF562340	Dda	ENA
KF562864	L762_SNF2	ENA
KF562865	L762_SNF2	ENA
KF589919	DnaB	ENA
KF620435	F762_Dda	ENA
KF626665	L762_SNF2	ENA
KF626666	F762	ENA
KF626667	F762	ENA
KF626668	L762_SNF2	ENA
KF669648	RecB_DnaB	ENA
KF669652	F762_L438_UvsW_Gp41_RecA	ENA
KF669653	L438_UvsW_Gp41_UvsX	ENA
KF669656	F762	ENA
KF669658	F762_L438_RecD	ENA
KF669663	L438_DnaB	ENA
KF692088	DnaB	ENA
KF700371	Y762_Gp4	ENA
KF713486	Twinkle	ENA
KF728385	SNF2_Twinkle	ENA
KF772234	L762_SNF2	ENA
KF787094	F762_Dda	ENA
KF806588	F762_Dda	ENA
KF835987	L438_Dda_UvsW_Gp41_UvsX	ENA
KF926093	L438_RecD	ENA
KF929199	DnaB	ENA
KF977490	UvrB	ENA
KF981601	F762_P438_Gp4	ENA
KF981730	Gp4	ENA
KF986247	SNF2_Twinkle	ENA
KJ002054	L438_Gp4	ENA
KJ010489	SNF2	ENA
KJ010548	F762_L438_UvsW_Gp41_RecA	ENA
KJ018209	Gp4	ENA
KJ018211	F762_UvrD	ENA
KJ018212	UvsW_Twinkle	ENA
KJ018213	UvsW_Twinkle	ENA
KJ018214	DnaB	ENA
KJ019059	L438_UvsW_Gp41_UvsX	ENA
KJ019062	L438_UvsW_Gp41_UvsX	ENA
KJ019069	L438_UvsW_Gp41_UvsX	ENA
KJ019071	L438_UvsW_Gp41_UvsX	ENA
KJ019076	L438_UvsW_Gp41_UvsX	ENA
KJ019082	L438_UvsW_Gp41_UvsX	ENA
KJ019089	L438_UvsW_Gp41_UvsX	ENA
KJ019094	L438_UvsW_Gp41_UvsX	ENA
KJ019128	L438_UvsW_Gp41_UvsX	ENA
KJ019133	L438_UvsW_Gp41_UvsX	ENA
KJ025957	L438_Dda_UvsW_Gp41_UvsX	ENA
KJ081346	F762_L438_UvsW_Gp41_RecA	ENA
KJ094020	L762_DnaB	ENA
KJ094023	UvrB_Twinkle	ENA
KJ127303	L762_DnaB	ENA
KJ156985	F762_P438_Gp4	ENA
KJ159566	DnaB	ENA
KJ174156	F762	ENA
KJ174318	L438_UvsW_Gp41_UvsX	ENA
KJ183191	Y762_L438_Gp4	ENA
KJ192196	F762_P438_Gp4	ENA
KJ192399	Y762_Gp4	ENA
KJ194582	SNF2_Twinkle	ENA
KJ410132	F762_P438_Gp4	ENA
KJ410134	F762_P438_Gp4	ENA
KJ410740	Y762_Twinkle	ENA
KJ433973	L762_UvsW	ENA
KJ433976	L762_UvsW	ENA
KJ473422	L438_UvrD_Gp4	ENA
KJ473423	F762	ENA
KJ502657	Y762	ENA
KJ510412	Twinkle	ENA
KJ510415	F762_P438_Gp4	ENA
KJ534580	L438_PcrA	ENA
KJ567043	P438	ENA
KJ578773	UvsX	ENA
KJ608188	UvsW	ENA
KJ621082	F762_P438_Dda	ENA
KJ628499	L438_UvrD_Gp4	ENA
KJ668713	UvrB_Twinkle	ENA
KJ676859	F762_L438_UvsW_Gp41_RecA	ENA
KJ683045	Twinkle	ENA
KJ716335	L438_UvsW_Gp41_UvsX	ENA
KJ743987	DnaB	ENA
KJ748011	Y762_Gp4	ENA
KJ749827	Y762_Gp4	ENA
KJ802832	UvrB_Twinkle	ENA
KJ847052	UvsW_Twinkle	ENA
KJ858521	L438_Gp4	ENA
KJ936628	L438_Gp4	ENA
