vOTU_ID	genofeature_module
Ga0531465_000312	H762_RecD
Ga0531465_000318	P438
Ga0531465_000343	Y762_A438_Gp4
Ga0531465_000359	DnaB
Ga0531465_000374	F762
Ga0531465_000379	Y762_Gp4
Ga0531465_000401	SNF2
Ga0531465_000403	L762_PcrA
Ga0531465_000405	UvrD_SNF2
Ga0531465_000408	SNF2
Ga0531465_000415	UvsW_DnaB
Ga0531465_000442	A438
Ga0531465_000475	H762
Ga0531465_000480	SNF2
Ga0531465_000481	PcrA
Ga0531465_000488	P438
Ga0531465_000492	H762
Ga0531465_000502	Y762_Gp4
Ga0531465_000517	H762
Ga0531465_000530	DnaB
Ga0531465_000534	L762
Ga0531465_000576	P438
Ga0531465_000579	DnaB
Ga0531465_000584	L762_PcrA
Ga0531465_000604	P438
Ga0531465_000617	DnaB
Ga0531465_000625	F762_DnaB
Ga0531465_000626	A438
HE611333	Y762_Gp4
HE806280	DnaB
HE956704	SNF2
HE956707	F762
HE956708	F762_L438_DnaB
HE956709	L438_Dda_UvsW_Gp41_UvsX
HE962497	L762
HG380752	UvrB_Twinkle
HG518155	Gp4
HG818823	Y762_Gp4
HG818824	Y762_Gp4
HG934470	L762_SNF2
HM004124	L438_Dda_UvsW_Gp41
HM029250	RecD
HM032710	L438_Dda_UvsW_Gp41_UvsX
HM035024	UvrB_Twinkle
HM114277	SNF2_DnaB_RecA
HM134276	L438_Dda_UvsW_Gp41_UvsX
HM144387	F762_L438_UvsW_Gp41_RecA
HM151342	P438_SNF2
HM173637	DnaB
HM368260	DnaB
HM480846	Y762_Gp4
HM486077	L762_UvsW
HQ201307	UvsW_Twinkle
HQ201308	DnaB
HQ259105	F762_Dda
HQ268735	L762_SNF2_DnaB_RecA
HQ316582	L438_Dda_UvsW_Gp41
HQ316604	F762_DnaB_RecA
HQ317390	Y762_L438_RecD_Gp4
HQ317393	L438_Dda_UvsW_Gp41_UvsX
HQ377372	L762_SNF2_Twinkle
HQ377373	L762_SNF2_Twinkle
HQ403646	F762_SNF2
HQ406778	F762_L438_DnaB
HQ424691	UvsW_Twinkle
HQ615693	L438_UvsW_Gp41_UvsX
HQ630627	L438_SNF2
HQ634174	L438_UvsW_Gp41_UvsX
HQ641380	F762_Dda
HQ665011	F762_L438_DnaB
HQ683709	DnaB
HQ698895	V438
HQ711984	DnaB
HQ711985	DnaB
HQ728265	Y762_Gp4
HQ728266	F762_RecD
HQ832595	Y762_L438
JF501022	UvrB_Twinkle
JF704094	L762_UvsW
JF704106	Twinkle
JF704107	F762_P438_Gp4
JF704108	DnaB
JF704117	SNF2
JF712866	L762_SNF2
JF731128	L762
JF770475	UvrB_Twinkle
JF912400	UvrB_Twinkle
JF923796	SNF2_Twinkle
JF923797	SNF2_Twinkle
JF937094	F762_P438_Gp4
JF937104	Twinkle
JF937105	DnaB
JF937110	F762_RecB
JF939047	UvsW
JF946695	F762_P438_Gp4
JF957057	F762_RecB
JF957058	F762_P438_Gp4
JF957060	F762_P438_Gp4
JN022534	UvsW_Twinkle
JN035618	SNF2
JN051154	UvrB
JN116826	F762_P438_Gp4
JN116828	L762_UvsW
JN153086	F762_RecB
JN225449	Y762_L438_Gp4
JN371769	L438_UvsW_Gp41
JN398368	SNF2
JN408461	F762_P438_Gp4
JN412589	SNF2_Twinkle
JN564907	SNF2
JN585957	RecG
JN600960	DnaB
JN627160	SNF2
JN638751	L438_RecB_UvrD_SNF2_UvrB_Gp41_RecA
JN651747	F762
JN660814	F762_RecB
JN699000	F762_RecB
JN699005	F762_P438_Gp4
JN699011	L762_UvsW
JN699014	SNF2_Twinkle
JN699015	F762_P438_Gp4
JN699016	F762_RecB
JN700520	DnaB
JN700521	DnaB
JN712910	F762_L438_UvrB_Gp41_RecA
JN797796	F762_L438_UvsW_Gp41_RecA
JN797797	F762_L438_UvsW_Gp41_RecA
JN882285	L438_Dda_UvsW_Gp41_UvsX
JN882286	Y762_Gp4
JN984867	L762_SNF2
JN986844	Y762_Gp4
JN986845	UvrB_Twinkle
JN991020	F762
JQ007353	H762_SNF2
JQ066768	Twinkle
JQ067084	P438_PcrA_UvrB
JQ067087	L762_L438_RecD_SNF2
JQ086369	DnaB
JQ086372	DnaB
JQ086373	DnaB
JQ086374	DnaB
JQ086375	L762_SNF2
JQ086377	DnaB
JQ177061	UvrB
JQ177062	UvrD_UvrB_Twinkle
JQ177064	UvrB
JQ177065	DnaB
JQ182726	DnaB
JQ182731	DnaB
JQ182732	DnaB
JQ182733	DnaB
JQ182735	DnaB
JQ245707	Y762_L438_RecD
JQ246028	L762_DnaB_RecA
JQ267518	F762_DnaB
JQ300538	SNF2
JQ312117	UvrB
JQ340389	F762_L438_UvsW_DnaB
JQ340774	SNF2
JQ362498	L438_UvsW
JQ446452	Gp4
JQ619704	L762_SNF2
JQ691611	L438
JQ768459	F762_SNF2_DnaB_RecA
JQ779023	L762_SNF2
JQ801337	RecG
JQ806763	DnaB
JQ809650	Y762_P438_Gp4
JQ823122	UvsW
JQ867100	DnaB
JQ965645	L438_UvrB_Gp41_RecA
JQ965702	Gp4
JQ965703	Y762_Gp4
JQ973847	DnaB
JX006077	DnaB
JX042579	Twinkle
JX094431	F762_L438_UvsW_Gp41_RecA
JX100810	Y762_L438_RecD_SNF2
JX100814	Y762_L438_RecD_SNF2
JX123262	L438_Dda_UvsW_Gp41_UvsX
JX173487	Y762_Gp4
JX181824	L438_Gp4
JX181829	L438_UvsW_Gp41_UvsX
JX182372	F762_Twinkle
JX194238	F762_RecD
JX195166	F762_L438_DnaB
JX238501	L438_UvsW_Gp41_RecA
JX262376	P438
JX290549	F762
JX297445	L762_SNF2
JX307702	F762_P438_Gp4
JX409895	UvrB_Twinkle
JX415536	Gp4
JX442241	DnaB
JX483873	Y762_Gp4
JX483874	F762
JX483881	L438_UvsW_Gp41_RecA
JX486087	UvrB
JX486088	DnaB
JX507079	Twinkle
JX556418	SNF2_RecA
JX570714	UvsX
JX658790	F762
JX863101	Y762_Gp4
JX867715	Y762_Gp4
JX880034	F762_Dda
JX880072	F762_Dda
JX889246	P438
JX912252	UvrB_Twinkle
JX976549	DnaB
KC107834	F762
KC109329	Gp4
KC139518	L762_SNF2
KC139632	UvrB_Twinkle
KC171646	DnaB
KC206276	F762_Dda
KC292021	RecB
KC310802	Y762_V438_Gp4
KC310803	Y762_V438_Gp4
KC310804	Y762_V438
KC310805	Y762_Gp4
KC310806	Y762_P438_Gp4
KC330682	RecB_DnaB
KC330683	RecB_DnaB
KC348603	SNF2_Twinkle
KC460990	UvsW_Twinkle
KC465899	L438_UvsW_Gp41_UvsX
KC465900	Y762_Gp4
KC465901	Y762_L438_Gp4
KC481682	L438_RecD
KC542353	UvrB
KC581799	SNF2_Twinkle
KC595513	F762_UvrD_UvsW_Gp41
KC595516	L762_SNF2
KC661275	F762_P438_RecB_Gp4
KC661278	SNF2
KC661280	SNF2
KC688701	L762_SNF2
KC700557	P438
KC700558	P438
KC701493	F762_RecB
KC751414	L762
KC801932	L438_Dda_UvsW_Gp41_UvsX
KC821611	UvsW
KC821614	Y762
KC821615	UvsW
KC821616	UvsW
KC821617	UvsW
KC821619	UvsW
KC821621	L438_SNF2_RecA
KC821624	L438_SNF2
KC821626	DnaB
KC821632	Y762_I438_UvrB_RecA
KC853746	F762
KC862297	Y762_L438
KC900378	SNF2
KC960671	Y762_Gp4
KF005320	F762_L438_RecB
KF010834	DnaB
KF017004	SNF2
KF017927	F762_P438_Gp4
KF024721	F762_P438_Gp4
KF024724	F762_RecB
KF024726	F762_RecB
KF024727	L762_UvsW
KF024729	L762_UvsW
KF147891	F762_SNF2_DnaB_RecA
KF148055	L762_SNF2
KF156338	L438_UvsW_Gp41_UvsX
KF188409	UvrB
KF279411	L762_UvsW
KF279414	F762_P438_RecB_Gp4
KF296717	DnaB
KF301602	L438_UvsW_Gp41_UvsX
KF302032	SNF2_Twinkle
KF302034	Gp4
KF302036	DnaB
KF302037	L762
KF306380	DnaB_RecA
KF319020	F762_DnaB
KF322026	Y762
KF356198	F762_Gp4
KF416340	F762_RecB
KF493880	F762_RecB
KF493881	L762_UvsW
KF493882	F762_P438_Gp4
KF550303	Y762_L438_Gp4
KF554508	F762_UvrD_UvsW_Gp41
KF560331	F762_RecB
KF562340	Dda
KF562864	L762_SNF2
KF562865	L762_SNF2
KF589919	DnaB
KF620435	F762_Dda
KF626665	L762_SNF2
KF626666	F762
KF626667	F762
KF626668	L762_SNF2
KF669648	RecB_DnaB
KF669652	F762_L438_UvsW_Gp41_RecA
KF669653	L438_UvsW_Gp41_UvsX
KF669656	F762
KF669658	F762_L438_RecD
KF669663	L438_DnaB
KF692088	DnaB
KF700371	Y762_Gp4
KF713486	Twinkle
KF728385	SNF2_Twinkle
KF772234	L762_SNF2
KF787094	F762_Dda
KF806588	F762_Dda
KF835987	L438_Dda_UvsW_Gp41_UvsX
KF926093	L438_RecD
KF929199	DnaB
KF977490	UvrB
KF981601	F762_P438_Gp4
KF981730	Gp4
KF986247	SNF2_Twinkle
KJ002054	L438_Gp4
KJ010489	SNF2
KJ010548	F762_L438_UvsW_Gp41_RecA
KJ018209	Gp4
KJ018211	F762_UvrD
KJ018212	UvsW_Twinkle
KJ018213	UvsW_Twinkle
KJ018214	DnaB
KJ019059	L438_UvsW_Gp41_UvsX
KJ019062	L438_UvsW_Gp41_UvsX
KJ019069	L438_UvsW_Gp41_UvsX
KJ019071	L438_UvsW_Gp41_UvsX
KJ019076	L438_UvsW_Gp41_UvsX
KJ019082	L438_UvsW_Gp41_UvsX
KJ019089	L438_UvsW_Gp41_UvsX
KJ019094	L438_UvsW_Gp41_UvsX
KJ019128	L438_UvsW_Gp41_UvsX
KJ019133	L438_UvsW_Gp41_UvsX
KJ025957	L438_Dda_UvsW_Gp41_UvsX
KJ081346	F762_L438_UvsW_Gp41_RecA
KJ094020	L762_DnaB
KJ094023	UvrB_Twinkle
KJ127303	L762_DnaB
KJ156985	F762_P438_Gp4
KJ159566	DnaB
KJ174156	F762
KJ174318	L438_UvsW_Gp41_UvsX
KJ183191	Y762_L438_Gp4
KJ192196	F762_P438_Gp4
KJ192399	Y762_Gp4
KJ194582	SNF2_Twinkle
KJ410132	F762_P438_Gp4
KJ410134	F762_P438_Gp4
KJ410740	Y762_Twinkle
KJ433973	L762_UvsW
KJ433976	L762_UvsW
KJ473422	L438_UvrD_Gp4
KJ473423	F762
KJ502657	Y762
KJ510412	Twinkle
KJ510415	F762_P438_Gp4
KJ534580	L438_PcrA
KJ567043	P438
KJ578773	UvsX
KJ608188	UvsW
KJ621082	F762_P438_Dda
KJ628499	L438_UvrD_Gp4
KJ668713	UvrB_Twinkle
KJ676859	F762_L438_UvsW_Gp41_RecA
KJ683045	Twinkle
KJ716335	L438_UvsW_Gp41_UvsX
KJ743987	DnaB
KJ748011	Y762_Gp4
KJ749827	Y762_Gp4
KJ802832	UvrB_Twinkle
KJ847052	UvsW_Twinkle
KJ858521	L438_Gp4
KJ936628	L438_Gp4
KM051843	F762_L438_UvsW_Gp41_RecA
KM058087	UvrB
KM083128	SNF2
KM101124	SNF2
KM190144	Gp4
KM199771	Y762_Gp4
KM224879	DnaB
KM233151	L762_SNF2
KM236239	Y762_L438_Gp4
KM236242	Dda
KM236245	L438_UvsW_Gp41_RecA
KM236246	L438_RecG_Gp41_RecA
KM242061	Y762_Gp4
KM272358	L762_SNF2
KM279937	SNF2
KM347889	SNF2
KM359505	L438_UvsW_Gp41_UvsX
KM360178	UvsW_Twinkle
KM363596	RecG
KM366096	Y762_Gp4
KM366097	Y762_Gp4
KM366098	SNF2
KM370384	Gp4
KM378617	F762_RecG
KM434184	RecD_SNF2
KM434185	UvsW
KM514685	DnaB
KM576124	F762
KM672662	Gp4
KM677185	L438_RecD
KM819694	F762_DnaB
KM819696	Gp4
KM879221	F762_Dda
KM879463	SNF2
KM896878	L762_SNF2
KM923971	RecG
KM979355	F762_L438_DnaB
KM983327	L762_SNF2
KP007359	L438_Dda_UvsW_Gp41_UvsX
KP007361	L438_Dda_UvsW_Gp41_UvsX
KP007362	L438_Dda_UvsW_Gp41_UvsX
KP017311	F762_P438_Gp4
KP025626	Y762_Gp4
KP027015	UvrB
KP027199	Twinkle
KP027203	F762_RecB
KP027206	Twinkle
KP027446	F762_L438_UvsW_Gp41_RecA
KP054477	F762_UvsW_Gp41_RecA
KP085586	UvrB_Twinkle
KP090453	Y762_Gp4
KP090454	Y762_Gp4
KP137437	DnaB
KP137439	DnaB
KP143763	F762_L438_DnaB
KP162168	F762_UvrB
KP202969	L762_SNF2
KP202970	L762_SNF2
KP202971	F762
KP208803	UvrB_Twinkle
KP211958	L438_UvsW_Gp41_UvsX
KP273225	F762_P438_Gp4
KP280062	Dda
KP280063	F762_L438_UvsW_DnaB
KP296792	DnaB
KP296796	DnaB
KP343639	Y762_Gp4
KP682389	DnaB
KP696447	L438_DnaB
KP696448	L438_DnaB
KP708985	F762
KP719132	RecG
KP719133	RecG
KP735928	DnaB
KP774835	Gp4
KP790010	SNF2
KP790011	DnaB
KP792622	UvsW
KP792623	L762_SNF2
KP861231	DnaB
KP869109	Y762_L438_Gp4
KP876465	H762_RecG_Twinkle
KP881232	L438_UvsW_Gp41_UvsX
KP890823	L438_Dda_UvsW_Gp41_UvsX
KP893290	DnaB
KP966108	Gp4
KP994596	SNF2
KR011061	L762_UvsW
KR011062	SNF2
KR011063	SNF2
KR052142	F762_RecD
KR052143	Y762_L438
KR052482	P438_RecD_UvsW_Gp41_UvsX
KR053195	SNF2
KR053199	Twinkle
KR053201	SNF2_Twinkle
KR060090	DnaB
KR063279	SNF2
KR063280	DnaB_RecA
KR063281	Y762_SNF2
KR072689	UvrB
KR080193	F762_P438_Gp4
KR080194	L762_UvsW
KR080199	L762_UvsW
KR080201	F762_RecB
KR093626	Twinkle
KR093627	Twinkle
KR093628	Twinkle
KR093630	RecB_RecD_UvrB_Twinkle
KR093633	Twinkle
KR093635	Twinkle
KR093641	UvsW_Twinkle
KR093642	UvsW
KR093647	UvsW_Twinkle
KR093648	UvsW
KR093652	UvsW
KR131750	SNF2_Twinkle
KR149290	F762
KR149291	Y762_Gp4
KR153873	Y762_Gp4
KR233164	F762_L438_DnaB
KR262148	UvrB_Twinkle
KR269719	UvrB_Twinkle
KR270151	L762_SNF2
KR296685	Gp4
KR296694	Gp4
KR422353	F762_L438_DnaB
KR534323	F762_L438_Gp4
KR604693	F762
KR781488	UvsW_Twinkle
KR905066	DnaB
KR905067	UvrB_Twinkle
KR935213	UvrB
KR935215	UvrB
KR997929	F762_RecB
KR997934	F762_RecB
KT001912	DnaB
KT001913	DnaB
KT001914	F762_L438
KT001915	L438_Dda_UvsW_Gp41_UvsX
KT001916	Y762_L438_Gp4
KT004677	F762_P438_Gp4
KT021004	DnaB
KT070866	L438_DnaB
KT070867	L438_RecD
KT124229	P438
KT151957	P438_SNF2_DnaB_RecA
KT151959	L438_RecD
KT160311	UvsW
KT184391	P438
KT186229	P438
KT186243	L762_SNF2
KT206225	F762_P438_RecB
KT224359	F762_L438_UvsW_Gp41_RecA
KT253150	Twinkle
KT266805	P438_SNF2
KT281791	DnaB
KT281795	SNF2
KT287080	L762_SNF2
KT307976	F762_L438_UvsW_Gp41_RecA
KT309034	SNF2
KT321314	Y762_Gp4
KT321316	SNF2
KT345706	F762_L438_UvsW_DnaB
KT353109	Y762_L438
KT361657	UvsW
KT363731	F762_RecB
KT367886	F762
KT381879	F762
KT438500	F762_RecB
KT454805	Y762_L438_Gp4
KT454806	Y762_L438_Gp4
KT588072	SNF2_Twinkle
KT588075	DnaB
KT588442	F762_P438_Gp4
KT624200	F762_L438_RecG_DnaB_RecA
KT716399	F762_UvrB
KT717084	UvrB_Twinkle
KT724718	DnaB
KT803874	DnaB
KT803876	DnaB
KT818595	F762
KT820175	SNF2
KT825490	UvrB_Twinkle
KT852574	Y762_Gp4
KT895374	L438_RecD
KT919973	L438_Dda_UvsW_Gp41_UvsX
KT932699	L762_DnaB
KT932701	SNF2_Twinkle
KT949345	F762
KT964103	F762
KT968831	DnaB
KT970645	RecA
KT989433	H762_RecG_Twinkle
KT990215	Y762_Gp4
KU052488	DnaB
KU064779	Y762_Gp4
KU130130	L438
KU160494	L438_Dda_UvsW_Gp41
KU160496	DnaB
KU160645	F762_SNF2
KU160650	Y762_SNF2
KU160661	F762_SNF2
KU160672	F762_SNF2
KU183006	Y762_Gp4
KU189325	H762_RecG_Twinkle
KU194205	UvrB_Twinkle
KU197013	F762
KU197014	UvsW
KU199710	DnaB
KU234532	UvrB
KU234533	UvrB
KU253712	F762_L438_UvsW_Gp41_RecA
KU310943	DnaB
KU310944	F762
KU356691	F762_Dda
KU510289	DnaB
KU530220	H762_RecG_Twinkle
KU535860	L438_Gp4
KU574722	L438_Dda_UvsW_Gp41_UvsX
KU594605	L438_UvsW_Gp41_UvsX
KU594606	L438_UvsW_Gp41_UvsX
KU598975	DnaB
KU599879	PcrA_RecD_UvrB
KU640380	F762_L438_RecG_Gp41_RecA
KU665491	F762_L438_Gp41
KU666550	F762
KU682439	L438_UvsW_Gp41_UvsX
KU686192	L438_UvsW_Gp41_UvsX
KU686199	L438_UvsW_Gp41_UvsX
KU686203	L438_UvsW_Gp41_UvsX
KU686206	L438_UvsW_Gp41_UvsX
KU686208	L438_UvsW_Gp41_UvsX
KU686210	L438_UvsW_Gp41_UvsX
KU686211	L438_UvsW_Gp41_UvsX
KU687349	Y762_Gp4
KU687351	Y762_Gp4
KU708005	Twinkle
KU737344	L438_RecG_Gp41_RecA
KU737346	F762_L438_RecG_Gp41_RecA
KU737348	F762_L438_RecG_Gp41_RecA
KU737349	L438_UvsW_Gp41_RecA
KU747973	UvsW
KU760857	DnaB
KU761558	F762_P438_Gp4
KU761559	F762_P438_Gp4
KU836751	RecB_DnaB
KU847400	L438_RecG_Gp41_RecA
KU848187	UvrB
KU862660	L438_UvrD
KU867307	L438_Dda_UvsW_Gp41_UvsX
KU873925	L438_UvsW_Gp41_UvsX
KU927491	DnaB
KU927497	F762_L438_DnaB
KU927499	Y762_Gp4
KU927500	SNF2
KU935715	L438_UvsW_Gp4_RecA
KU935731	SNF2
KU946962	Gp4
KU981050	DnaB
KU998243	SNF2
KU998245	DnaB
KU998247	DnaB
KU998252	SNF2
KX011169	F762_L438_RecG_Gp41_RecA
KX017520	UvrB_Twinkle
KX066068	F762
KX077896	L762_SNF2_Twinkle
KX078568	Y762_Gp4
KX078569	L438_Dda_UvsW_Gp41_UvsX
KX130960	UvrB_Twinkle
KX147096	L438_UvsW_Gp41_UvsX
KX147229	L438_RecG_Gp41_RecA
KX156762	DnaB
KX160216	UvrB
KX160218	UvrB
KX160220	UvrB_Twinkle
KX171211	L438_UvsW_Gp41_UvsX
KX171213	F762_L438_UvsW_Gp41_RecA
KX190835	SNF2_Twinkle
KX196154	RecG
KX211991	F762
KX231828	UvsW_Twinkle
KX237514	F762
KX237515	UvrB_Twinkle
KX241618	L762_L438_SNF2
KX245890	L438_Dda_UvsW_Gp41_UvsX
KX268652	DnaB
KX278418	F762
KX278419	F762
KX344445	P438
KX349230	L438_UvsW_Gp41_UvsX
KX349293	L438_UvsW_Gp41_UvsX
KX349297	L438_UvsW_Gp41_UvsX
KX349303	L438_UvsW_Gp41_UvsX
KX349324	L438_UvsW_Gp41_UvsX
KX349903	L438_RecG_Gp41_RecA
KX365747	F762_RecD
KX365748	DnaB
KX369584	F762_RecB
KX369586	F762_RecB
KX443552	L438_Dda_UvsW_Gp41_UvsX
KX456213	UvrB_Twinkle
KX501136	UvsW_DnaB
KX507045	DnaB
KX507046	L438_Gp4
KX523699	UvrB_Twinkle
KX534335	L762_SNF2
KX534341	L762_SNF2
KX557272	DnaB
KX557278	F762_SNF2
KX557281	SNF2
KX557288	SNF2_Twinkle
KX576640	F762_SNF2
KX579975	F762_P438_Gp4
KX585252	F762_P438_Gp4
KX587949	F762
KX640831	F762_P438_Gp4
KX641260	F762_P438_Gp4
KX641263	F762_P438_Gp4
KX649889	L762_SNF2
KX657793	F762_P438_Gp4
KX660669	F762
KX683423	F762_P438_Gp4
KX683875	F762_P438_Gp4
KX712071	Y762_Gp4
KX712237	F762_P438_Gp4
KX712238	F762_RecB
KX752698	SNF2_DnaB_RecA
KX756572	F762
KX774321	L438_Gp41_RecA
KX776161	DnaB
KX808131	SNF2
KX815338	P438
KX822733	L438_Gp4
KX827369	DnaB
KX828710	UvrB_Twinkle
KX845404	F762_L438_DnaB
KX856662	F762
KX879641	UvrB_Twinkle
KX889068	F762_L438
KX911187	DnaB
KX912252	DnaB
KX925554	F762_A438_SNF2_Gp41_RecA
KX961630	F762_L438_UvsW_Gp41_RecA
KX961632	F762_L438_RecG_Gp41_RecA
KX982260	UvsW_Twinkle
KY000079	Gp4
KY000081	F762
KY000082	RecD_SNF2
KY000219	L762_L438_RecD_SNF2
KY002061	UvrB_Twinkle
KY056619	SNF2
KY065148	Dda
KY065149	F762_DnaB
KY083059	F762_P438_Gp4
KY083726	F762_RecD
KY084243	Y762_Gp4
KY087993	Twinkle
KY114934	F762_L438_DnaB
KY117485	F762
KY176369	L762_SNF2
KY203335	SNF2
KY223999	DnaB
KY250034	Y762_Gp4
KY250035	Y762_Gp4
KY268295	F762
KY290955	L438_Dda_UvsW_Gp41_UvsX
KY295892	Y762_Gp4
KY295895	L762_SNF2
KY295896	L762_SNF2
KY295898	L762_SNF2
KY296500	DnaB
KY303907	L762_DnaB
KY316062	F762
KY318515	F762
KY348865	SNF2
KY363465	L438_UvsW_DnaB
KY379511	SNF2
KY379853	H762_SNF2
KY381600	DnaB
KY385381	DnaB
KY385423	F762
KY389315	Y762_Gp4
KY389316	Y762_Gp4
KY398841	UvrB_Twinkle
KY448244	F762_SNF2_DnaB_RecA
KY464836	F762_DnaB
KY471268	DnaB
KY471460	F762_P438_RecB_Gp4
KY514263	L438
KY549443	UvsW_Gp41_RecA
KY549659	F762_RecD
KY554762	UvrB
KY554767	UvrB
KY554771	RecD
KY554773	RecD
KY554777	RecD
KY555145	Y762_L438_RecD_SNF2
KY565347	DnaB
KY593455	L438_Dda_UvsW_Gp41_UvsX
KY606587	F762_P438_PcrA_RecD_UvrD_SNF2
KY622015	UvrB
KY626163	SNF2
KY629563	Y762_L438_RecD_SNF2
KY652723	Y762_Gp4
KY652725	Y762_Gp4
KY652726	L438_Gp4
KY653127	L762_SNF2
KY653129	RecG_Twinkle
KY670595	DnaB
KY684082	F762
KY694971	UvrB_Twinkle
KY697807	UvrB
KY702574	SNF2
KY703222	L438_Dda_UvsW_Gp41_UvsX
KY705256	UvrB_Twinkle
KY705262	UvrB_Twinkle
KY705263	UvrB_Twinkle
KY705266	RecG_Twinkle
KY705268	UvrB_Twinkle
KY705270	UvrB_Twinkle
KY705272	RecG_Twinkle
KY705275	UvrB_Twinkle
KY705278	RecG_Twinkle
KY705287	UvrB_Twinkle
KY707339	DnaB
KY709296	L438_Gp4
KY709687	DnaB
KY742649	UvrB_Twinkle
KY744240	Twinkle
KY744566	Y762_Gp4
KY794642	F762_L438_UvsW_Gp41_RecA
KY798216	F762_P438
KY829116	DnaB
KY860935	UvrB_Twinkle
KY883635	Y762_L438_Gp4
KY883651	Y762_Gp4
KY883656	L762_SNF2
KY888882	F762_L438_UvsW_Gp41_RecA
KY888885	F762_Gp4
KY914485	L438_UvsW
KY926791	RecG
KY940711	P438_PcrA_Gp4
KY945355	Twinkle
KY953156	F762
KY962008	Y762_Gp4
KY965064	SNF2
KY965065	F762_P438_Gp4
KY971609	SNF2
KY971610	L438_Dda_UvsW_Gp41_UvsX
KY971611	Y762_Gp4
KY979108	DnaB
KY979132	L438_UvsW_Gp41_UvsX
KY981271	Gp4
KY981272	F762_DnaB
KY982929	UvrB
KY984068	F762_SNF2_DnaB_RecA
LC063634	F762
LC121084	L438_UvsW_Gp41_UvsX
LC168164	L438_SNF2_UvsW
LC216347	Y762_Gp4
LC371242	L438_Dda_UvsW_Gp41_UvsX
LC373201	L438_UvsW_Gp41_UvsX
LC375533	F762
LC413193	Y762_Gp4
LC413194	Y762_Gp4
LC413195	Y762_Gp4
LC472881	RecD_SNF2
LC473039	L438_Gp4
LC483177	L438_PcrA_Gp4
LC487410	F762_L438_UvsW_DnaB
LC487996	DnaB
LC487997	DnaB
LC507823	SNF2
LC516895	UvrB_Twinkle
LC519601	Y762_L438
LC547238	L762
LC552830	UvsW
LC553734	Y762_Gp4
LC553735	Gp4
LC553736	L762_SNF2
LC554890	F762_L438
LC557520	UvsW_Gp41_RecA
LC576631	UvsW
LC592711	L438
LC597490	L438_PcrA_SNF2_DnaB_RecA
LC623721	SNF2_Twinkle
LC625742	RecG_Twinkle
LC647030	F762_L438_UvsW_Gp41_RecA
LC648442	F762_UvsW_Gp41_RecA
LC648443	Gp4
LC667451	SNF2
LC667452	Gp4
LC739534	Y762_L438_UvrD_Gp4
LC739539	Y762_L438_UvrD_Gp4
LC754405	P438_SNF2_DnaB
LC765218	L438_SNF2
LC768462	Y762_Gp4
LC768476	UvrB
LC776701	F762
LC778249	L438_Dda_UvsW_Gp41_UvsX
LC778250	L762_SNF2
LC778449	F762_DnaB
LC785692	F762_L438_UvsW_Gp41_RecA
LC788705	F762_L438_DnaB
LC788706	F762_L438_DnaB
LC788707	F762_L438_DnaB
LC799501	Y762_Gp4
LC801235	L438_Gp4
LC819007	L438_SNF2
LN610574	F762
LN610575	Y762_L438
LN610578	Y762_Gp4
LN610581	Y762_L438_UvrD
LN610584	L762_L438_RecD_SNF2
LN681537	RecB
LN878149	F762
LN881725	UvrB
LN881731	L762_SNF2
LN885237	UvrB_Twinkle
LN890663	RecG
LR990833	SNF2_Twinkle
LR991625	SNF2_Twinkle
LT598654	F762_SNF2_DnaB_RecA
LT960551	L438_Dda_UvsW_Gp41_UvsX
LT960608	L438_UvsW_Gp41_RecA
LT960609	L762_SNF2
LT960610	F762_L438_SNF2_UvsW_Gp41_RecA
LT962379	Y762_Gp4
LT985572	Twinkle
LT985582	UvrB_Twinkle
LT985586	Twinkle
LT992259	SNF2
LT993229	UvrB_Twinkle
LT996080	Twinkle
MF033347	F762
MF033349	F762
MF034659	Y762_Gp4
MF036692	L438_Dda_UvsW_Gp41_UvsX
MF042360	L438
MF063068	L438_SNF2
MF074189	L762_SNF2
MF093736	UvrB_Twinkle
MF140403	F762_P438_Gp4
MF140414	DnaB
MF140416	Twinkle
MF140418	SNF2
MF140427	SNF2
MF140434	SNF2
MF141539	F762_P438_Gp4
MF150911	L762_SNF2
MF153391	L762_SNF2
MF155946	P438_Gp41_RecA
MF158037	L762_SNF2
MF158038	RecG
MF158039	UvrB_Twinkle
MF158042	UvrB_Twinkle
MF161328	SNF2
MF172979	L762_RecD_SNF2
MF185718	SNF2
MF185719	RecG
MF185722	Twinkle
MF185728	DnaB
MF185731	Y762_SNF2
MF278336	F762_L438_DnaB
MF285618	SNF2
MF285619	L438_UvsW_Gp41_UvsX
MF288917	L438_RecG_Gp41_RecA
MF324902	F762_P438_Gp4
MF324904	F762_P438_Gp4
MF324908	Twinkle
MF324910	DnaB
MF324911	Twinkle
MF324914	Twinkle
MF324915	Twinkle
MF327005	Y762_L438_Gp4
MF346584	DnaB
MF347637	P438_Gp41_RecA
MF347639	P438_Gp41_RecA
MF351863	L438_UvsW_Gp41_UvsX
MF356679	SNF2
MF360958	L438_RecG_UvsW_Gp41
MF370965	DnaB
MF373841	Twinkle
MF374379	UvrB
MF375456	F762
MF377440	Twinkle
MF402939	F762_L438_DnaB
MF403005	F762
MF403007	L438_UvsW_Gp41
MF403008	L438_UvsW_Gp41_UvsX
MF418016	L438_RecG_DnaB_RecA
MF428478	DnaB
MF431252	L762_SNF2
MF431615	Y762_P438_Gp4
