ID	enriched_cb_chain	Syntenome
Ga0531460_000057	(56889_193775_195840, 68597_228451_100573, 112532_195130_134399)	67
Ga0531460_000058	(22031_176368_38949, 38949_128744_74223, 50308_60804_240122, 50308_176369_68597, 59308_201451_193402, 60804_50308_176369, 68597_184892_219426, 80583_193402_201451, 128744_38949_176368, 128744_74223_219426, 176368_22031_228452, 176369_68597_184892)	58
Ga0531460_000060	(32779_102968_201687)	14
Ga0531460_000062	(17365_181092_122939, 17365_202778_185588, 32635_122939_181092, 42156_42250_243824, 42156_210425_134824, 42250_42156_210425, 68071_32635_122939, 134824_193134_204782, 181092_17365_202778, 193134_134824_210425)	1
Ga0531460_000063	(38966_80474_112562, 50375_229141_50376, 50376_50377_80472, 50377_50376_229141, 50377_80472_107576, 50378_74057_74058, 80465_229191_84322, 80472_107576_112562, 80474_112562_107576, 107579_169062_112552, 112558_80465_229191)	72
Ga0531460_000064	(20167_75937_144617, 20167_236281_212118, 75937_20167_236281, 75937_144617_236437, 150780_142446_185716)	8
Ga0531460_000066	(144872_176647_156667, 144872_240408_215942, 176647_144872_240408, 176647_156667_184702)	2
Ga0531460_000067	(32833_202714_219678, 32833_207497_207496, 202714_32833_207497)	41
Ga0531460_000069	(3402_201098_212647, 3402_212511_188849, 3949_151517_107276, 24169_80185_210806, 28498_32482_122190, 28498_101566_66984, 28501_53951_201567, 28501_187028_211164, 32482_28498_101566, 32482_122190_156320, 38781_75216_210806, 53951_28501_187028, 53951_201567_212647, 56138_60272_243847, 60272_56138_212509, 60272_243847_173810, 75216_38781_92782, 75216_210806_80185, 80185_24169_122192, 84179_156320_122190, 84179_216142_240428, 104161_240429_240428, 104161_244740_193852, 173810_188849_212511, 187028_211164_238727, 188849_173810_243847, 193852_202068_238727, 201098_3402_212511, 201098_212647_201567, 202068_193852_244740, 202068_238727_211164, 216142_240428_240429, 240429_104161_244740)	33
Ga0531460_000071	(3402_201098_212647, 3402_212511_188849, 28498_32482_122190, 28498_101566_66984, 28501_187028_211164, 32482_28498_101566, 32482_122190_156320, 55098_28501_187028, 56138_212509_156327, 60272_56138_212509, 75216_210806_80185, 84179_156320_122190, 84179_216142_240428, 93512_80185_210806, 94262_244740_122298, 107276_210578_122598, 122598_156327_212509, 173810_188849_212511, 187028_211164_238727, 201098_3402_212511, 202068_122298_244740, 202068_238727_211164, 216142_240428_240429)	33
Ga0531460_000072	(6823_211656_80868, 6823_243844_151631, 50015_74358_56138, 50015_151517_122110, 74358_50015_151517, 80775_107278_151631, 80775_212303_133873, 80868_92788_134231, 84087_134231_92788, 84262_192201_211655, 92788_80868_211656, 107276_195173_172592, 107278_80775_212303, 107278_151631_243844, 122110_144568_172592, 133872_133873_212303, 133873_133872_156421, 134231_84087_149114, 144568_122110_151517, 144568_172592_195173, 211656_6823_243844)	25
Ga0531460_000076	(3402_201098_212647, 3402_212511_188849, 28498_101566_53950, 28501_53951_201567, 28501_187028_211164, 32482_28498_101566, 38781_75216_210806, 53951_28501_187028, 53951_201567_212647, 56138_60272_188849, 60272_188849_212511, 64796_84179_223738, 75216_210806_80185, 80185_93512_122192, 84179_223738_156320, 93512_80185_210806, 107276_151517_122598, 134399_144323_202068, 134399_211164_187028, 144323_134399_211164, 144323_202068_193852, 151517_107276_211572, 151517_122598_156327, 201098_3402_212511, 201098_212647_201567, 202068_193852_244740)	33
Ga0531460_000078	(80481_238278_234654, 193436_173639_202174, 202174_80481_238278)	17
Ga0531460_000079	(20167_75937_144617, 20167_236281_212118, 75937_20167_236281, 75937_144617_236437, 84003_73033_229451, 84124_100303_236437, 100303_236437_144617, 112673_212118_236281, 115091_112673_212118, 149240_149642_153579)	8
Ga0531460_000080	(28704_60073_193402, 28704_240122_60804, 50308_60804_240122, 50308_128744_122388, 60073_28704_240122, 60073_193402_212848, 60804_50308_128744)	58
Ga0531460_000081	(3402_212511_188849, 3949_151517_107276, 24169_80185_210806, 24824_101566_28498, 28498_32482_122190, 28501_55098_201567, 28501_187028_211164, 32482_28498_101566, 32482_122190_156320, 55098_28501_187028, 56138_60272_188849, 56138_122194_156327, 60272_56138_122194, 60272_188849_212511, 75216_210806_80185, 80605_104161_244740, 80605_122997_84179, 84179_223738_156320, 92782_75216_210806, 92782_107750_143202, 104161_80605_122997, 104161_244740_193852, 122190_156320_223738, 122997_84179_223738, 187028_211164_238727, 193852_202068_238727, 201098_3402_212511, 202068_193852_244740, 202068_238727_211164)	33
Ga0531460_000082	(396_149108_216487, 396_172588_93383, 32403_216487_149108, 32601_93383_172588, 93383_32601_190390, 149108_396_172588, 156323_133282_167968)	0
Ga0531460_000083	(3402_201098_212647, 3402_212511_188849, 24169_80185_210806, 28498_32482_122190, 28498_101566_151496, 28501_53951_201567, 28501_187028_211164, 32482_28498_101566, 32482_122190_223738, 53951_28501_187028, 53951_201567_212647, 56138_60272_188849, 56138_212509_156327, 60272_56138_212509, 60272_188849_212511, 80605_104161_244740, 84179_223738_122190, 104161_80605_122997, 104161_244740_193852, 107276_151517_122598, 122598_156327_212509, 144323_202068_193852, 144323_238727_211164, 151517_122598_156327, 187028_211164_238727, 201098_3402_212511, 201098_212647_201567, 202068_144323_238727, 202068_193852_244740)	33
Ga0531460_000085	(20167_75937_144617, 20167_236281_212118, 68740_144349_101765, 68740_216787_195183, 75937_20167_236281, 75937_144617_236437, 84124_100303_236437, 100303_236437_144617, 112673_212118_236281, 115091_112673_212118, 144349_68740_216787, 147613_243824_243285)	8
Ga0531460_000088	(37389_74960_74669, 37389_238801_238802, 74669_212462_93138, 74960_37389_238801, 74960_74669_212462, 199322_93138_212462)	63
Ga0531460_000089	(24859_851_216465)	10
Ga0531460_000090	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 42156_134824_193134, 42156_156493_93518, 42191_193134_134824, 68071_151332_93518, 68071_188553_122939, 134824_42156_156493, 144617_17365_234857, 144617_122939_188553, 151332_68071_188553, 151332_93518_156493)	1
Ga0531460_000091	(24309_24310_112743, 24309_24310_211469, 24310_24309_24310, 24310_112743_134181, 24310_211469_64098, 64097_212690_229008, 76749_149029_112244, 112743_134181_151500, 134164_112244_149029, 195299_229008_212690)	56
Ga0531460_000092	(520_112558_80465, 38966_80474_112562, 50374_50375_229141, 50374_80470_159599, 50375_50374_80470, 50375_229141_50376, 50376_50377_80472, 50377_50376_229141, 50377_80472_107576, 80465_229191_84322, 80472_107576_112562, 80474_112562_107576, 107579_169062_112552, 112558_520_209289, 112558_80465_229191, 169306_84322_229191)	72
Ga0531460_000094	(37925_151736_151389, 51696_123936_188809, 74843_75854_188809, 75854_188809_123936, 151736_151389_202356)	59
Ga0531460_000096	(28704_60073_193402, 28704_240122_60804, 50308_60804_240122, 50308_128744_122388, 60073_28704_240122, 60073_193402_212848, 60804_50308_128744)	58
Ga0531460_000097	(396_172588_159763, 172588_159763_190390, 172592_75950_228870)	0
Ga0531460_000098	(114_112319_149108, 396_172588_159763, 3443_159763_172588, 92439_100411_92440, 100411_92440_199187, 159763_3443_190390, 161206_396_172588)	0
Ga0531460_000099	(32728_50736_101109, 50736_32728_50742, 51159_210373_187275, 80993_240857_240858, 101141_101142_244337, 101142_244337_187275, 210373_187275_244337)	60
Ga0531460_000100	(32172_53582_53582, 53582_53582_68915)	58
Ga0531460_000101	(28592_188800_173845, 59018_101762_175569, 72724_100126_131813, 72724_181993_175569, 100126_72724_181993, 101762_175569_181993, 131813_175570_211879, 158773_28583_175568)	13
Ga0531460_000102	(811_810_216467, 100369_80481_195500)	12
Ga0531460_000103	(74843_75854_188809, 74843_185850_202356, 75854_74843_185850, 75854_188809_123936, 151736_151389_202356, 188809_123936_244613)	59
Ga0531460_000105	(28860_101928_223701, 47224_29395_144884)	55
Ga0531460_000110	(55030_74972_104703, 55030_199271_55713, 74972_55030_199271, 74972_104703_199262, 104703_199262_236193, 104704_236193_199262, 143332_55713_199271, 188628_244356_229299, 228495_188628_244356)	68
Ga0531460_000111	(50852_68990_107331, 68990_50852_244729, 68990_107331_244728)	32
Ga0531460_000112	(462_123425_87029, 76379_76380_122156, 76380_76379_238158)	2
Ga0531460_000113	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 60674_51058_107136, 107136_134637_149159, 212335_51514_223182)	45
Ga0531460_000114	(473_75694_134777, 51047_473_75694, 51047_236334_122373)	67
Ga0531460_000117	(37925_151736_151389, 74843_75854_188809, 74843_101971_202356, 75854_74843_101971, 75854_188809_123936, 101971_202356_151389, 151736_151389_202356, 188809_123936_244613)	59
Ga0531460_000120	(37955_238601_201046, 60828_73015_238608, 73014_60828_73015, 74816_238602_101076, 176333_74816_238602, 188294_201046_238601, 201046_188294_244677)	43
Ga0531460_000123	(37389_74960_74669, 37389_238801_238802, 74669_212462_93138, 74960_37389_238801, 74960_74669_212462, 199322_93138_212462)	63
Ga0531460_000124	(32403_216487_149108, 32597_204813_55574, 55574_144349_92161, 92161_175512_213070, 144349_55574_204813, 144349_92161_175512, 175512_213070_212630, 204813_32597_236162, 213070_212630_213074)	0
Ga0531460_000125	(28680_212473_212472, 101135_175625_212628, 107553_173865_202156)	14
Ga0531460_000126	(93388_173831_169287)	39
Ga0531460_000127	(2654_84202_144349, 2654_244445_144306, 13929_53365_193501, 13929_144306_244445, 28587_142369_92204, 53365_13929_144306, 53365_193501_167933, 84202_2654_244445, 84202_144349_92204, 142369_92204_144349, 167933_167933_193501)	16
Ga0531460_000128	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 60674_51058_107136, 107136_134637_149159, 176531_51514_212335)	45
Ga0531460_000130	(477_193775_201053)	67
Ga0531460_000137	(142663_229095_153061)	10
Ga0531460_000139	(28860_101928_223701, 47224_29395_144884)	55
Ga0531460_000142	(20529_53806_93263, 42004_42004_42005, 42004_93263_53806, 53806_20529_193543)	66
Ga0531460_000143	(24476_68014_187235, 68014_187235_123878, 151335_123878_187235)	69
Ga0531460_000145	(2821_240332_151710)	49
Ga0531460_000146	(76652_193636_210846, 143026_37173_244577, 184856_210846_193636, 244556_115024_244783)	34
Ga0531460_000148	(22031_176368_38949, 28704_80583_122153, 28704_240122_60804, 38949_128744_74223, 50308_60804_240122, 80583_28704_240122, 128744_38949_176368, 128744_74223_219426, 176368_22031_228452)	58
Ga0531460_000149	(17365_144617_122939, 53610_17365_144617, 204770_68071_243824)	1
Ga0531460_000153	(47444_192201_84262, 56031_92838_211655, 56138_74358_216129, 56138_101531_156421, 74358_56138_101531, 75216_156043_112123, 80775_212303_133873, 80868_92788_134231, 84087_134231_92788, 101531_156421_133872, 122110_144568_172592, 133872_133873_212303, 133873_133872_156421, 144568_172592_195173, 149114_243639_218055, 156043_75216_156044)	25
Ga0531460_000156	(17365_144617_122939, 42220_245487_133886, 53610_17365_144617, 204770_68071_243824)	1
Ga0531460_000158	(76455_219833_107276, 107276_219801_202007, 142271_151032_238090, 219801_107276_219833, 219833_76455_228812)	4
Ga0531460_000159	(13929_105054_244445, 13929_236162_151493, 22706_151493_236162, 37368_42156_193134, 37368_243824_223169, 42156_37368_243824, 42156_193134_243533, 42221_243533_193134, 92161_175512_142274, 105054_13929_236162, 105054_244445_144349)	16
Ga0531460_000160	(16039_159418_42047, 22827_16039_159418, 22828_22829_51671, 22828_42046_159417, 22829_51671_38973, 38973_60725_42045, 42046_159417_42047, 51671_38973_60725, 60725_42045_159467, 159417_42047_159418)	10
Ga0531460_000161	(38808_74355_133400, 50832_153237_212205, 50832_193822_144452, 75698_93553_123989, 75699_123989_93553, 107385_212205_153237, 153237_50832_193822)	68
Ga0531460_000165	(3841_166924_240627, 55502_59749_219882, 74152_211532_84805, 144026_74152_211532, 195163_55501_211508)	38
Ga0531460_000169	(37368_42156_193134, 42156_37368_243824, 42156_193134_236211, 64451_93602_175512, 92161_175512_93602)	16
Ga0531460_000170	(47180_59828_212517, 53704_37139_212517)	41
Ga0531460_000171	(87029_123425_210030, 123425_210030_243005)	10
Ga0531460_000172	(42156_134824_193134, 42156_156493_93518, 68071_223210_122939, 80765_234857_144989, 122939_144617_144989, 134824_42156_156493, 144617_122939_223210, 144617_144989_234857, 172554_80765_234857)	1
Ga0531460_000173	(114_72260_169179, 114_112319_149108, 9139_32601_190390, 32601_9139_172588, 72260_114_112319, 112319_149108_176401, 149108_176401_172588)	0
Ga0531460_000175	(93388_173831_169287)	39
Ga0531460_000178	(22659_24476_68014, 22659_24478_216346, 24476_68014_187235, 24478_216346_56652, 24479_159541_56652, 56653_24479_159541, 68014_187235_123878, 151335_123878_187235, 159541_56652_216346)	69
Ga0531460_000179	(22201_60903_216882, 24518_216882_60903)	41
Ga0531460_000183	(41777_93456_134579, 60828_73015_238608, 93456_134579_134928)	43
Ga0531460_000184	(37925_151736_151389, 51696_123936_188809, 74843_75854_188809, 74843_101971_202356, 75854_74843_101971, 75854_188809_123936, 101971_202356_151389, 112616_37925_151736, 151736_151389_202356)	59
Ga0531460_000186	(75847_134855_143486, 134855_75847_200959)	41
Ga0531460_000187	(52803_75230_151517, 60845_134494_75232, 60845_175916_133390, 75231_75232_134494, 124689_200984_216128, 133390_134492_216128, 134492_133390_175916, 134492_216128_200984, 134494_60845_175916)	19
Ga0531460_000188	(37368_42156_193134, 37368_243824_223169, 42156_37368_243824, 195007_243606_204770)	16
Ga0531460_000190	(9139_32601_190390, 32601_9139_172588, 112994_53302_172592)	0
Ga0531460_000191	(396_172588_159763, 149108_396_172588, 159763_190390_172592, 172588_159763_190390)	0
Ga0531460_000195	(4952_204862_131943, 204862_4952_240465)	36
Ga0531460_000198	(20167_75937_144617, 20167_236281_212118, 75937_20167_236281, 75937_144617_236437, 84124_100303_236437, 100303_236437_144617, 112673_212118_236281, 115091_112673_212118)	8
Ga0531460_000201	(17365_144617_122939, 17365_234857_144203, 42156_134824_193134, 42156_243823_243824, 68071_204770_122939, 134824_42156_243823, 134824_193134_149422, 144617_17365_234857, 144617_122939_204770, 159287_144203_234857)	1
Ga0531460_000202	(20411_47175_47174, 37716_243013_149172, 47174_143486_134855, 47175_20411_144956, 47175_47174_143486, 75847_134855_143486, 134855_75847_200959)	41
Ga0531460_000204	(50290_191939_202556, 50291_50290_191939)	50
Ga0531460_000207	(87029_123425_210030, 123425_210030_243005)	10
Ga0531460_000208	(28704_50307_60804, 50307_60804_50308, 50308_128744_76581, 60804_50308_128744)	58
Ga0531460_000213	(24310_59088_60002, 50727_68914_68913, 59088_24310_68915, 68914_50727_188624, 107291_149040_212930, 107292_212930_149040)	47
Ga0531460_000215	(55207_55206_201341)	79
Ga0531460_000218	(32668_37955_238601, 37955_32668_188293, 37955_238601_201046, 74816_238602_101076, 101076_176174_244677, 176174_101076_238602, 176174_244677_188294, 176333_74816_238602, 188294_201046_238601, 201046_188294_244677)	43
Ga0531460_000219	(22659_24478_216346, 24476_68014_187235, 24478_216346_56652, 24479_159541_56652, 56653_24479_159541, 159541_56652_216346)	69
Ga0531460_000220	(112994_80982_172592, 159763_32601_190390)	0
Ga0531460_000225	(37925_151736_151389, 51696_123936_188809, 74843_75854_188809, 75854_188809_123936, 151736_151389_202356)	59
Ga0531460_000227	(51514_223182_165962)	45
Ga0531460_000228	(64046_143179_202706, 143179_64046_191972)	49
Ga0531460_000229	(37925_151736_151389, 51696_123936_188809, 74843_75854_188809, 75854_74843_101955, 75854_188809_123936, 112616_37925_151736, 151736_151389_202356)	59
Ga0531460_000237	(16039_22827_93413, 16039_159418_42047, 22827_16039_159418, 22828_22829_51671, 22828_42046_159417, 22829_51671_38973, 38973_60725_42045, 42046_159417_42047, 51671_38973_60725, 56269_56269_56269, 56269_56269_131867, 60725_42045_159467, 159417_42047_159418)	10
Ga0531460_000240	(25255_25260_156360, 25255_159763_172588, 25260_25255_159763, 25260_156360_193587)	74
Ga0531460_000242	(22201_60903_216882, 24518_216882_60903)	41
Ga0531460_000243	(32833_202714_219678, 32833_207497_207496, 202714_32833_207497, 202714_219678_229414)	41
Ga0531460_000246	(32635_122939_144617, 42156_134824_193134, 68071_32635_122939, 80765_172554_123859, 80765_234857_144989, 122939_144617_144989, 144617_144989_234857, 172554_80765_234857)	1
Ga0531460_000247	(396_149108_37538, 28783_37538_149108, 134299_37537_240726)	0
Ga0531460_000250	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 42156_156493_93518, 68071_151332_93518, 68071_188553_122939, 80765_24768_175625, 144617_17365_234857, 144617_122939_188553, 151332_68071_188553, 151332_93518_156493, 156493_42156_210425)	1
Ga0531460_000251	(53533_133067_134456, 133067_134456_159250)	50
Ga0531460_000252	(122110_144568_216129)	37
Ga0531460_000254	(42156_134824_193134, 42156_156493_93518, 134824_42156_156493, 134824_193134_149422)	1
Ga0531460_000262	(59983_143957_101275, 143957_59983_240043)	23
Ga0531460_000265	(28488_133927_238863)	37
Ga0531460_000266	(37925_151736_151389, 51696_123936_188809, 74843_75854_188809, 74843_185850_202356, 75854_74843_185850, 75854_188809_123936, 151736_151389_202356)	59
Ga0531460_000273	(38980_74132_74131, 55529_20622_84701, 55530_75750_75749, 75750_55530_75751)	75
Ga0531460_000274	(202714_219678_229414)	41
Ga0531460_000279	(17365_144617_122939, 17365_202778_185588, 32635_122939_144617, 42156_134824_193134, 42191_193134_134824, 68071_32635_122939, 115091_236275_185588, 144617_17365_202778, 202778_185588_236275)	1
Ga0531460_000280	(809_240177_240176)	78
Ga0531460_000283	(32635_68071_151332, 32635_122939_144617, 37246_210186_212520, 42156_156493_93518, 42156_210425_134824, 68071_32635_122939, 68071_151332_93518, 80765_234857_144989, 122939_144617_144989, 134824_193134_149422, 144617_144989_234857, 151332_93518_156493, 156493_42156_210425, 172554_80765_234857, 193134_134824_210425, 193134_149422_212520)	1
Ga0531460_000285	(60272_56138_212509, 74517_3402_212511)	33
Ga0531460_000286	(17365_144617_122939)	1
Ga0531460_000287	(47180_185659_212517)	41
Ga0531460_000288	(17365_144617_122939, 17365_234857_144203, 42156_210425_204783, 42156_243823_243824, 72708_243824_243823, 144617_17365_234857, 193134_204783_210425, 202156_80168_212520, 210425_42156_243823)	1
Ga0531460_000295	(37173_244577_80818, 143026_37173_244577, 244556_115024_244783)	34
Ga0531460_000296	(24479_159541_56652, 56653_24479_159541, 159541_56652_216346)	69
Ga0531460_000297	(68071_204770_122939, 80765_234857_144989, 122939_144617_144989, 144617_122939_204770, 144617_144989_234857, 172554_80765_234857)	1
Ga0531460_000298	(851_24859_93109, 24859_851_216465, 24859_93109_193802, 74243_112326_127693, 74243_193802_93109, 112326_74243_193802)	10
Ga0531460_000300	(3949_122598_156327, 3949_151517_107276, 22601_173810_188849, 22601_202131_60272, 24168_51415_122190, 24168_223738_84179, 28498_101566_53950, 32482_28498_101566, 56138_60272_202131, 56138_212509_156327, 60272_56138_212509, 80185_93512_122192, 93512_80185_210806, 101566_53950_122192, 122598_3949_151517, 122598_156327_212509, 173810_22601_202131, 216142_84179_223738)	33
Ga0531460_000303	(64297_185413_202626, 102852_202626_185413, 142446_150780_237963, 142446_185716_229451, 150780_142446_185716, 150780_237963_195721)	8
Ga0531460_000304	(37389_74960_74669, 37389_238801_238802, 74669_212462_93138, 74960_37389_238801, 74960_74669_212462, 101451_93138_212462)	63
Ga0531460_000306	(50600_112211_104489)	54
Ga0531460_000309	(28587_142369_144349, 42156_156493_243824, 144349_84202_193892, 156493_42156_193134)	16
Ga0531460_000311	(20656_202626_102852, 60863_76367_176138, 76367_176138_150780, 142446_150780_176138, 175625_20656_202626)	8
Ga0531460_000313	(17365_144617_122939, 17365_234857_144203, 144617_17365_234857, 234857_144203_236336)	1
Ga0531460_000314	(20167_75937_240523, 20167_236281_212118, 75937_20167_236281, 75937_240523_236437)	8
Ga0531460_000315	(114_72260_50211, 396_172588_159763, 72260_114_112319, 80982_172592_190390, 112994_80982_172592)	0
Ga0531460_000317	(17365_202778_185588, 17365_240523_122939, 42156_42250_243824, 42156_210425_134824, 42250_42156_210425, 68071_32635_122939, 115091_236275_185588, 134824_193134_149422, 193134_134824_210425, 202778_17365_240523, 202778_185588_236275)	1
Ga0531460_000318	(24168_122190_32482, 24168_223738_84179, 24169_80185_53914, 28498_32482_122190, 32482_28498_101566, 56138_60272_243847, 56138_212509_122314, 60272_56138_212509, 60272_243847_173810, 80605_122997_96875, 84179_96875_122997, 104161_80605_122997, 122190_24168_223738, 188849_173810_243847)	33
Ga0531460_000321	(42156_156493_53352, 42156_193134_167932, 156493_42156_193134)	16
Ga0531460_000323	(2659_84459_144084, 50624_223884_134516, 92776_223885_228811, 92776_243341_173723, 134516_173723_243341, 173723_134516_223884, 201980_244164_223886, 223885_92776_243341)	4
Ga0531460_000329	(477_193775_201053)	67
Ga0531460_000330	(22405_75854_201005, 75854_201005_123936, 151389_151736_202356)	67
Ga0531460_000331	(24310_68915_192137, 24310_143442_37791, 64353_37791_143442, 66158_192136_211453, 66158_244359_68063, 68062_240089_68063, 68915_24310_143442, 68915_192137_188076, 188076_211453_192136, 192136_66158_244359, 192137_188076_211453)	72
Ga0531460_000332	(17365_144617_122939, 17365_234857_188494, 122939_195007_243606, 144617_17365_234857, 144617_122939_195007, 195007_243606_204770, 234857_188494_236336)	1
Ga0531460_000334	(38914_143451_201621, 143451_201621_201503)	48
Ga0531460_000335	(114_112319_149108)	0
Ga0531460_000338	(68740_144349_201525, 144349_68740_199137, 144349_201525_195070)	8
Ga0531460_000344	(32339_76367_176138, 84003_73033_229451, 142446_185716_243405, 149240_149642_153579, 150780_142446_185716, 185716_243405_229451)	8
Ga0531460_000345	(42156_156493_53352, 51875_144349_92161, 51875_238818_149549, 76380_92161_144349, 92161_76380_228210, 144349_51875_238818, 156493_42156_193134, 156493_53352_243824, 204770_201242_243824)	16
Ga0531460_000346	(17365_144617_122939, 42156_134824_193134, 68071_64083_93518, 68071_142084_223210, 93518_42156_134824, 115091_32352_159287, 122939_223210_142084, 144617_17365_234857, 144617_122939_223210)	1
Ga0531460_000351	(60611_56790_143476)	71
Ga0531460_000352	(20411_47175_47174, 47174_143486_134855, 47175_47174_143486, 75847_134855_143486, 75847_200959_151700, 134855_75847_200959)	41
Ga0531460_000355	(148_193134_42156, 13929_53365_193501, 53365_13929_144306, 92161_144349_244445, 193134_148_243604)	16
Ga0531460_000356	(32728_50736_101109, 50736_101109_74881, 80993_240857_240858)	60
Ga0531460_000357	()	0
Ga0531460_000361	(34081_38656_53307, 38656_53307_201980, 50624_223884_134516, 92776_182933_173723, 92776_223885_228811, 134516_173723_182933, 173723_134516_223884, 182933_92776_223885, 201980_244164_223886)	4
Ga0531460_000364	(28498_32482_122190, 28498_101566_151496, 32482_28498_101566, 32482_122190_156320, 64796_84179_223738, 84179_223738_156320, 104161_244740_193852, 122190_156320_223738, 187028_211164_238727, 193852_202068_238727, 202068_193852_244740, 202068_238727_211164, 240429_104161_244740)	33
Ga0531460_000366	(3402_201098_212647, 28501_55098_201567, 28501_187028_211164, 55098_28501_187028, 55098_201567_212647, 104161_244740_202068, 134399_202068_244740, 134399_211164_187028, 201098_3402_212511, 201098_212647_201567, 202068_134399_211164)	33
Ga0531460_000367	(3957_212202_50832, 50832_153237_212205, 74355_193869_107385, 107385_212205_153237, 153237_50832_212202, 193869_107385_212205, 195150_3957_212202)	68
Ga0531460_000368	(195456_185567_223552)	10
Ga0531460_000369	(17365_144617_122939, 17365_234857_80765, 42156_210425_204783, 42156_243823_243824, 93460_149422_193134, 144617_17365_234857, 149422_193134_204783, 159287_80765_234857, 193134_204783_210425, 210425_42156_243823)	1
Ga0531460_000370	(32601_159763_172588, 112319_149108_176401, 149108_176401_172588, 159763_32601_190390, 159763_172588_176401)	0
Ga0531460_000372	(53773_53991_60274, 53773_213139_92500, 53991_53773_213139, 53991_60274_60275, 60274_60275_219538, 60275_219538_123679, 92500_123684_153196, 123684_92500_213139)	56
Ga0531460_000373	(38914_201504_244317, 56671_56672_210864, 56672_210864_56679)	48
Ga0531460_000376	(149089_240583_153359, 195078_201465_234451, 228828_153359_240583, 236162_149089_240583)	2
Ga0531460_000377	(691_156631_112208, 55266_691_156631)	22
Ga0531460_000380	(396_172588_9139, 9139_32601_190390, 32601_9139_172588, 149108_396_172588)	0
Ga0531460_000382	(84087_149114_243639)	25
Ga0531460_000383	(24476_68014_187235, 68014_187235_123878)	69
Ga0531460_000384	(28587_142369_92204, 50588_167932_193134, 50588_167933_60994, 84202_144349_92204, 142369_28587_143850, 142369_92204_144349, 144349_84202_193892)	16
Ga0531460_000388	(56505_84933_156875, 74759_156875_84933, 84933_56505_142588)	10
Ga0531460_000389	(188628_244356_229299, 228495_188628_244356)	68
Ga0531460_000392	(28501_55098_75157, 28501_187028_211164, 28503_32359_75157, 32359_75157_55098, 55098_28501_187028, 134399_202068_244740, 134399_211164_187028, 201098_3402_212511, 202068_134399_211164)	33
Ga0531460_000394	(75698_93553_123989, 75698_93554_93555, 75699_123989_93553, 93553_75698_93554)	68
Ga0531460_000395	(32788_75854_74843, 75854_32788_123936, 75854_74843_228345)	59
Ga0531460_000396	(68740_144349_201525)	8
Ga0531460_000398	(3841_166924_240627, 74152_211532_84805)	38
Ga0531460_000400	(24910_151637_80503, 28587_142369_92161, 80503_228806_142484, 151637_80503_228806)	16
Ga0531460_000402	(60342_60343_219769, 60343_60342_243343, 92776_238373_202274, 92776_243341_173723, 134516_173723_243341, 173723_134516_223884, 201980_202274_238373)	4
Ga0531460_000404	(24669_50405_92438, 50405_24669_161208, 72260_114_229030, 92439_100411_92440, 100411_92440_199187)	0
Ga0531460_000405	(20732_134928_134579, 41777_93456_134579, 93456_134579_134928)	43
Ga0531460_000406	(50328_133282_167968, 133282_50328_238571)	2
Ga0531460_000407	()	0
Ga0531460_000408	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 51514_223182_149419, 60674_51058_107136, 212335_51514_223182)	45
Ga0531460_000411	(37925_151736_151389, 151736_151389_202356)	59
Ga0531460_000414	(42220_131805_240529)	7
Ga0531460_000416	(396_172588_93383, 149108_396_172588)	0
Ga0531460_000418	(20656_202626_102852, 32339_76367_176138, 76367_32339_149751, 76367_176138_150780, 142446_150780_176138, 175625_20656_202626, 202626_102852_234396)	8
Ga0531460_000421	(37368_42156_193134, 37368_243824_201242, 42156_37368_243824, 42156_193134_167932, 122939_195007_243606, 167933_167933_167933, 195007_243606_204770, 204770_201242_243824)	16
Ga0531460_000425	(28508_211513_211512, 185050_219885_210728, 210724_185050_219885, 210728_211512_211513, 211512_210728_219885, 211513_28508_219886)	38
Ga0531460_000426	(42156_134824_193134, 42191_193134_134824, 68071_204770_122939, 80765_172554_123859, 80765_234857_144989, 122939_144617_144989, 133886_42191_193134, 134824_42156_156493, 144617_122939_204770, 144617_144989_234857, 172554_80765_234857)	1
Ga0531460_000427	(53811_151352_75607, 75607_75608_201266, 75608_201266_92968)	66
Ga0531460_000432	(20167_75937_144617, 20167_236281_212118, 50227_236437_144617, 75937_20167_236281, 75937_144617_236437, 84124_50227_236437)	8
Ga0531460_000433	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 42156_243823_243824, 144617_17365_234857, 144617_122939_223210)	1
Ga0531460_000436	(17365_202778_185588, 202778_17365_240523)	1
Ga0531460_000437	(6823_243844_151631, 80775_107278_151631, 80775_212303_133873, 107278_80775_212303, 107278_151631_243844, 133872_133873_212303, 133873_133872_156421, 211656_6823_243844)	25
Ga0531460_000438	(3402_212511_188849, 24169_80185_210806, 56138_60272_243847, 56138_122194_122598, 60272_56138_122194, 60272_243847_173810, 80185_24169_122192, 101566_24824_122192, 107276_210578_122598, 173810_188849_212511, 188849_173810_243847, 201098_3402_212511)	33
Ga0531460_000440	(114_72260_169179, 114_112319_149108, 72260_114_112319, 112319_149108_176401, 149108_176401_172588, 159763_172588_176401)	0
Ga0531460_000447	(187085_219229_238632)	54
